Parameter,Reference,Iteration,Value,Attribute,smirks,SMIRKS
n25,1.969806594135,12,1.967057844322,rmin_half,[#35:1],[#35:1]
n2,1.48419980825,13,1.494948859316,rmin_half,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,1.449786411317,13,1.437774399451,rmin_half,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,1.287,13,1.287430609413,rmin_half,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,1.187,13,1.18953981952,rmin_half,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,1.443812569645,13,1.477915923343,rmin_half,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,1.377051329051,13,1.358175981881,rmin_half,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,1.370482808197,13,1.373419111008,rmin_half,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.6192778454102,13,0.6358960812429,rmin_half,[#1:1]-[#7],[#1:1]-[#7]
n12,0.2999999999997,13,0.300464231329,rmin_half,[#1:1]-[#8],[#1:1]-[#8]
n14,1.953447017081,13,1.962635957089,rmin_half,[#6:1],[#6:1]
n15,1.908,13,1.904263682397,rmin_half,[#6X2:1],[#6X2:1]
n16,1.896698071741,13,1.893416054497,rmin_half,[#6X4:1],[#6X4:1]
n17,1.706036917087,13,1.705640986936,rmin_half,[#8:1],[#8:1]
n18,1.697783613804,13,1.704287285354,rmin_half,[#8X2H0+0:1],[#8X2H0+0:1]
n19,1.682099169199,13,1.69518603613,rmin_half,[#8X2H1+0:1],[#8X2H1+0:1]
n20,1.799798315098,13,1.842234811613,rmin_half,[#7:1],[#7:1]
n24,1.85628721824,13,1.844262553758,rmin_half,[#17:1],[#17:1]
n25,1.969806594135,13,1.968286096459,rmin_half,[#35:1],[#35:1]
n2,1.48419980825,14,1.493254845934,rmin_half,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,1.449786411317,14,1.43709694,rmin_half,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,1.287,14,1.28920183161,rmin_half,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,1.187,14,1.186945448626,rmin_half,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,1.443812569645,14,1.477506674174,rmin_half,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,1.377051329051,14,1.371514611692,rmin_half,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,1.370482808197,14,1.373767745927,rmin_half,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.6192778454102,14,0.6478355986101,rmin_half,[#1:1]-[#7],[#1:1]-[#7]
n12,0.2999999999997,14,0.2996024625203,rmin_half,[#1:1]-[#8],[#1:1]-[#8]
n14,1.953447017081,14,1.961012570619,rmin_half,[#6:1],[#6:1]
n15,1.908,14,1.910262835158,rmin_half,[#6X2:1],[#6X2:1]
n16,1.896698071741,14,1.894361118695,rmin_half,[#6X4:1],[#6X4:1]
n17,1.706036917087,14,1.703417469593,rmin_half,[#8:1],[#8:1]
n18,1.697783613804,14,1.705100831383,rmin_half,[#8X2H0+0:1],[#8X2H0+0:1]
n19,1.682099169199,14,1.695904524871,rmin_half,[#8X2H1+0:1],[#8X2H1+0:1]
n20,1.799798315098,14,1.840475620606,rmin_half,[#7:1],[#7:1]
n24,1.85628721824,14,1.844446185131,rmin_half,[#17:1],[#17:1]
n25,1.969806594135,14,1.971760365784,rmin_half,[#35:1],[#35:1]
n2,1.48419980825,15,1.494482229681,rmin_half,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,1.449786411317,15,1.433400021364,rmin_half,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,1.287,15,1.287440283567,rmin_half,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,1.187,15,1.187490345953,rmin_half,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,1.443812569645,15,1.481569509117,rmin_half,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,1.377051329051,15,1.366605271488,rmin_half,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,1.370482808197,15,1.375623369412,rmin_half,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.6192778454102,15,0.6536635699137,rmin_half,[#1:1]-[#7],[#1:1]-[#7]
n12,0.2999999999997,15,0.2994742804037,rmin_half,[#1:1]-[#8],[#1:1]-[#8]
n14,1.953447017081,15,1.956608805779,rmin_half,[#6:1],[#6:1]
n15,1.908,15,1.907838793231,rmin_half,[#6X2:1],[#6X2:1]
n16,1.896698071741,15,1.898583870487,rmin_half,[#6X4:1],[#6X4:1]
n17,1.706036917087,15,1.701475496811,rmin_half,[#8:1],[#8:1]
n18,1.697783613804,15,1.701546605919,rmin_half,[#8X2H0+0:1],[#8X2H0+0:1]
n19,1.682099169199,15,1.69542756623,rmin_half,[#8X2H1+0:1],[#8X2H1+0:1]
n20,1.799798315098,15,1.846142526651,rmin_half,[#7:1],[#7:1]
n24,1.85628721824,15,1.846097279665,rmin_half,[#17:1],[#17:1]
n25,1.969806594135,15,1.971102560628,rmin_half,[#35:1],[#35:1]
n2,0.01577948280971,0,0.01577947610502,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,0,0.0164092474998,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,0,0.015700007082,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,0,0.015700007082,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,0,0.0156113502055,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,0,0.01310699265499,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,0,0.01479744405132,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,0,0.01409082028099,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,0,1.232600079289e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,0,0.08687934413046,epsilon,[#6:1],[#6:1]
n15,0.21,0,0.2099999466102,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,0,0.1088405977993,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,0,0.2102061129763,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,0,0.1684651593753,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,0,0.209473608445,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,0,0.1676914863273,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,0,0.2656000357022,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,0,0.3218985998804,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,1,0.01475878454699,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,1,0.01881541439063,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,1,0.01565242409571,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,1,0.01448877028135,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,1,0.01374642373737,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,1,0.01265455690019,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,1,0.01397863933439,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,1,0.01014317014311,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,1,1.232598761457e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,1,0.09708434342335,epsilon,[#6:1],[#6:1]
n15,0.21,1,0.2610295777771,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,1,0.1199255447274,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,1,0.2258221868162,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,1,0.1108769341179,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,1,0.1703229777458,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,1,0.1153522598422,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,1,0.2567204386205,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,1,0.3372959704945,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,2,0.01452053197371,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,2,0.0187310373418,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,2,0.01579599891372,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,2,0.01498594331828,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,2,0.01569747349392,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,2,0.0136777684806,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,2,0.01411351296691,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,2,0.01109101956753,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,2,1.232455838494e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,2,0.09721614821205,epsilon,[#6:1],[#6:1]
n15,0.21,2,0.2521063563637,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,2,0.120862976569,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,2,0.2255511599827,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,2,0.09760973305927,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,2,0.155660188174,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,2,0.1132087446101,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,2,0.2507602481018,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,2,0.324568581863,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,3,0.01387884279575,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,3,0.01813019707483,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,3,0.01555146544998,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,3,0.0151670318586,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,3,0.01561959893654,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,3,0.01573614484485,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,3,0.014215670561,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,3,0.01336949830588,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,3,1.232592911417e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,3,0.0995866557,epsilon,[#6:1],[#6:1]
n15,0.21,3,0.2675944931105,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,3,0.1227909888585,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,3,0.2300550149952,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,3,0.09209099243166,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,3,0.1604937488557,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,3,0.1093334908182,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,3,0.2524833077328,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,3,0.3343225668855,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,4,0.01380723458759,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,4,0.01764289017287,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,4,0.01553338598185,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,4,0.0145984992944,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,4,0.01578032583074,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,4,0.01867262034112,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,4,0.01458025484503,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,4,0.01504004683648,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,4,1.232570595298e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,4,0.0991927964714,epsilon,[#6:1],[#6:1]
n15,0.21,4,0.2633232030164,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,4,0.1234212701985,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,4,0.2264038276968,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,4,0.09365778581328,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,4,0.1574349481054,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,4,0.1084437448727,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,4,0.2519774158392,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,4,0.329286811346,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,5,0.01407339214752,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,5,0.01884997679119,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,5,0.01549583781483,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,5,0.01498384851767,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,5,0.01499025545727,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,5,0.01870651904216,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,5,0.0143659556659,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,5,0.01351897249553,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,5,1.232237672805e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,5,0.10043289109,epsilon,[#6:1],[#6:1]
n15,0.21,5,0.2548282548679,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,5,0.1233394708702,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,5,0.2225799718099,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,5,0.08697471823474,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,5,0.1457263391437,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,5,0.1063694022287,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,5,0.2462452879397,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,5,0.3364499421503,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,6,0.01460288839824,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,6,0.01874321104128,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,6,0.01553769059627,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,6,0.0142846603886,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,6,0.0147952594721,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,6,0.01845159646539,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,6,0.0145159124877,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,6,0.01009881859823,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,6,1.232754686167e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,6,0.1018257082719,epsilon,[#6:1],[#6:1]
n15,0.21,6,0.2662500867813,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,6,0.1214180815979,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,6,0.2195449947823,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,6,0.08692584127612,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,6,0.1449890820525,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,6,0.1012642500263,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,6,0.2486672339197,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,6,0.3311951128156,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,7,0.01453913706142,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,7,0.01833469519961,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,7,0.01526586236219,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,7,0.01509596397579,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,7,0.01466038278067,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,7,0.01287427041396,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,7,0.01415753954351,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,7,0.01116282503902,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,7,1.232674588248e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,7,0.1019158960977,epsilon,[#6:1],[#6:1]
n15,0.21,7,0.2754332357021,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,7,0.1214013937015,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,7,0.2207011413289,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,7,0.08721276797075,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,7,0.1484373082892,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,7,0.1078474913597,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,7,0.2422283969406,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,7,0.3460464090864,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,8,0.01430433298384,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,8,0.01819715434553,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,8,0.01588989046401,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,8,0.01450188580061,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,8,0.01511234690209,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,8,0.01129363190757,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,8,0.01529796155448,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,8,0.01098496635899,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,8,1.232542217797e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,8,0.1008928546884,epsilon,[#6:1],[#6:1]
n15,0.21,8,0.2642886886371,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,8,0.123862897722,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,8,0.2272265143694,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,8,0.08207263858016,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,8,0.1471099949848,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,8,0.1018014454837,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,8,0.2454683243998,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,8,0.3411543203631,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,9,0.01444671454239,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,9,0.01725113141116,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,9,0.01556357838057,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,9,0.01475471131277,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,9,0.01489954861745,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,9,0.01576042384562,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,9,0.01543507865183,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,9,0.0120125173793,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,9,1.232750357107e-05,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,9,0.1021695303125,epsilon,[#6:1],[#6:1]
n15,0.21,9,0.2780889571577,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,9,0.1207910857134,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,9,0.2249692073667,epsilon,[#8:1],[#8:1]
