,dataset,ligand_A,ligand_B,exp_ddG,exp_err,calc_ddG,calc_err,FF
260,mcl1,53,63,0.8999996180000007,0.217117031391394,0.38,0.06,Sage 2.3.0 + AshGC
261,mcl1,42,64,-0.6000003809999992,0.2341357493537688,-1.63,0.25,Sage 2.3.0 + AshGC
262,mcl1,32,41 flip,-0.5500001900000004,0.1282828564150331,-2.44,0.8,Sage 2.3.0 + AshGC
263,mcl1,30 flip,40 flip,0.5999999049999998,0.1913256490514367,-1.05,0.39,Sage 2.3.0 + AshGC
264,mcl1,27,38 flip,-0.9000000950000002,0.2025796772471379,-4.26,0.15,Sage 2.3.0 + AshGC
265,mcl1,26,44,-0.4300003050000001,0.2625337906083593,-0.18,0.08,Sage 2.3.0 + AshGC
266,mcl1,27,47 flip,0.3399996759999997,0.2032815446079434,0.22,0.28,Sage 2.3.0 + AshGC
267,mcl1,28,46 flip,-0.9800000190000002,0.0345825805291095,-1.19,0.17,Sage 2.3.0 + AshGC
268,mcl1,28,29,-0.3200001710000002,0.1184481478705222,0.1,0.2,Sage 2.3.0 + AshGC
269,thrombin,1a,1c,-1.080000400543213,0.0,-1.75,0.18,Sage 2.3.0 + AshGC
270,thrombin,6e,7a,0.6899995803833008,0.0,-0.05,0.3,Sage 2.3.0 + AshGC
271,thrombin,1b,1a,0.9800000190734864,0.0,1.15,0.01,Sage 2.3.0 + AshGC
272,thrombin,3a,5,0.7399997711181641,0.0,1.78,0.1,Sage 2.3.0 + AshGC
273,thrombin,1d,1c,-0.3100004196166992,0.0,0.25,0.05,Sage 2.3.0 + AshGC
274,thrombin,1a,5,-0.0999999046325683,0.0,0.56,0.08,Sage 2.3.0 + AshGC
275,thrombin,1a,3b,-0.3800001144409179,0.0,-1.8,0.08,Sage 2.3.0 + AshGC
276,thrombin,1d,1b,-0.2100000381469726,0.0,0.77,0.1,Sage 2.3.0 + AshGC
277,thrombin,6a,6e,0.2700004577636701,0.0,0.72,0.08,Sage 2.3.0 + AshGC
278,thrombin,3a,3b,0.4599995613098144,0.0,-0.35,0.11,Sage 2.3.0 + AshGC
279,thrombin,6e,1b,0.4499998092651367,0.0,0.42,0.12,Sage 2.3.0 + AshGC
280,thrombin,6a,6b,0.2899999618530255,0.0,0.01,0.11,Sage 2.3.0 + AshGC
281,thrombin,6b,1b,0.4300003051757812,0.0,1.01,0.14,Sage 2.3.0 + AshGC
282,thrombin,6b,7a,0.6700000762939453,0.0,0.4,0.12,Sage 2.3.0 + AshGC
0,bace,CAT-4m,CAT-13k,-0.5500001907348633,0.0,1.63,0.33,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
1,bace,CAT-17g,CAT-17i,0.2700004577636719,0.0,-1.34,0.24,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
2,bace,CAT-13a,CAT-13i,-0.4299993515014648,0.0,-2.1,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
3,bace,CAT-4k,CAT-4j,-1.169999599456787,0.0,-0.66,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
4,bace,CAT-13j,CAT-4i,0.4700002670288086,0.0,0.38,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
5,bace,CAT-13k,CAT-4b,0.0699996948242187,0.0,-1.26,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
6,bace,CAT-13o,CAT-13f,-0.5500001907348633,0.0,-0.97,0.33,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
7,bace,CAT-17f,CAT-17d,0.0,0.0,1.69,0.32,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
8,bace,CAT-13k,CAT-4d,0.5900001525878906,0.0,-0.41,0.58,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
9,bace,CAT-13k,CAT-4o,0.3199996948242187,0.0,-0.28,0.36,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
10,bace,CAT-24,CAT-17i,1.877000808715822,0.0,1.9,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
11,bace,CAT-4m,CAT-4p,-0.9300003051757812,0.0,0.01,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
12,bace,CAT-13a,CAT-13o,0.3000001907348633,0.0,-0.57,0.34,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
13,bace,CAT-4p,CAT-4o,0.6999998092651367,0.0,1.1,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
14,bace,CAT-17i,CAT-17h,-0.8600006103515625,0.0,0.11,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
15,bace,CAT-13n,CAT-13j,-0.1899995803833007,0.0,-0.82,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
16,bace,CAT-4n,CAT-4i,0.8300008773803711,0.0,0.76,0.4,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
17,bace,CAT-4l,CAT-4j,0.3200006484985351,0.0,-0.38,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
18,bace,CAT-13b,CAT-13a,0.2799997329711914,0.0,-1.79,0.68,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
19,bace,CAT-24,CAT-17d,1.927000045776369,0.0,3.09,0.66,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
20,bace,CAT-17g,CAT-17e,-0.2799997329711914,0.0,-1.27,0.38,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
21,bace,CAT-13j,CAT-13m,-0.0299997329711914,0.0,-0.35,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
22,bace,CAT-4b,CAT-4d,0.5200004577636719,0.0,0.87,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
23,bace,CAT-13a,CAT-13g,-0.25,0.0,-0.93,0.68,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
24,bace,CAT-4m,CAT-4j,0.1300001144409179,0.0,1.38,0.36,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
25,bace,CAT-13b,CAT-13c,-0.1999998092651367,0.0,0.47,1.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
26,bace,CAT-17f,CAT-17c,-0.4399995803833008,0.0,-0.36,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
27,bace,CAT-13a,CAT-13c,-0.4799995422363281,0.0,-0.05,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
28,bace,CAT-13d,CAT-17h,0.1399993896484375,0.0,0.22,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
29,bace,CAT-13e,CAT-13b,0.8400001525878924,0.0,2.52,0.63,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
30,bace,CAT-13a,CAT-13f,-0.25,0.0,-0.76,0.51,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
31,bace,CAT-17i,CAT-17c,-0.3900003433227539,0.0,-0.18,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
32,bace,CAT-4j,CAT-4o,-0.3600006103515625,0.0,-0.47,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
33,bace,CAT-13a,CAT-4p,-1.239999771118164,0.0,-2.14,0.25,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
34,bace,CAT-4c,CAT-4d,-1.2599997520446775,0.0,-0.37,0.35,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
35,bace,CAT-13d,CAT-13a,1.6299991607666016,0.0,3.03,0.8,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
36,bace,CAT-4n,CAT-4p,-0.989999771118164,0.0,-0.06,0.1,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
37,bace,CAT-13n,CAT-4p,-1.5399999618530271,0.0,-2.11,0.27,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
38,bace,CAT-17b,CAT-13h,0.3899993896484375,0.0,3.19,0.48,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
39,bace,CAT-17b,CAT-17e,0.0,0.0,0.04,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
40,bace,CAT-4a,CAT-4k,0.0799999237060546,0.0,1.0,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
41,bace,CAT-13g,CAT-4p,-0.989999771118164,0.0,-0.06,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
42,bace,CAT-13e,CAT-13a,1.1199998855590838,0.0,2.76,0.67,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
43,bace,CAT-13a,CAT-17h,-1.489999771118164,0.0,-2.6,0.77,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
44,bace,CAT-4a,CAT-4l,-1.4100003242492676,0.0,1.0,0.24,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
45,bace,CAT-13h,CAT-17a,-1.0999994277954102,0.0,-4.21,0.3,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
46,bace,CAT-4p,CAT-13m,1.3200006484985352,0.0,0.9,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
47,bace,CAT-13d,CAT-17a,-0.2600002288818359,0.0,-0.76,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
48,bace,CAT-13j,CAT-13g,-0.3600006103515625,0.0,-0.11,0.6,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
49,p38,2o,2n,-1.3600006103515645,0.0,0.05,0.37,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
50,p38,2j,2ee,-2.1800003051757795,0.0,-1.65,0.23,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
51,p38,2l,3fln,1.380000114440918,0.0,1.27,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
52,p38,2g,3fln,-0.2200002670288086,0.0,0.15,0.03,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
53,p38,2c,3flz,0.9700002670288086,0.0,1.63,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
54,p38,2k,3fln,-0.3299999237060547,0.0,-0.99,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
55,p38,2g,2c,0.1999998092651367,0.0,-0.78,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
56,p38,2bb,2v,0.0900001525878906,0.0,1.05,0.72,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
57,p38,2u,3fln,1.380000114440918,0.0,1.35,0.86,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
58,p38,3fmh,3fly,-0.5900001525878871,0.0,0.26,0.77,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
59,p38,2h,2i,-0.5700006484985352,0.0,0.19,0.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
60,p38,2g,3flz,1.170000076293945,0.0,0.75,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
61,p38,2f,2e,-2.2200002670288086,0.0,0.11,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
62,p38,3fln,2v,1.9099998474121096,0.0,2.05,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
63,p38,2f,3flz,-1.010000228881836,0.0,-0.44,0.02,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
64,p38,2j,2ff,-1.3599996566772443,0.0,-1.24,0.3,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
65,p38,2aa,3fly,-2.1499996185302717,0.0,-0.79,0.82,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
66,p38,2ee,3fln,1.380000114440918,0.0,0.53,0.35,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
67,p38,2j,2t,-1.770000457763672,0.0,-2.44,0.36,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
68,p38,2n,2r,1.060000419616701,0.0,0.55,0.26,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
69,p38,2v,2z,-1.3899993896484375,0.0,-1.89,0.89,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
70,p38,2n,3fln,0.9700002670288104,0.0,1.27,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
71,p38,2v,3fly,-2.449999809265135,0.0,-1.87,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
72,p38,2j,2v,1.109999656677248,0.0,1.05,0.36,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
73,p38,2q,2k,1.7100000381469729,0.0,3.0,0.6,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
74,p38,2ff,3fln,0.5599994659423828,0.0,0.09,0.15,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
75,p38,2x,3fly,-1.1900005340576154,0.0,-0.65,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
76,p38,2j,2l,-2.1800003051757795,0.0,-2.28,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
77,p38,2p,3fln,0.3199996948242187,0.0,0.76,0.3,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
78,p38,2j,2k,-0.4700002670288068,0.0,0.41,0.21,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
79,p38,2o,3fln,-0.3900003433227539,0.0,1.62,1.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
80,p38,2n,2s,0.7400007247924822,0.0,0.28,0.46,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
81,p38,2aa,3flq,-0.6599998474121076,0.0,-0.15,1.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
82,p38,3fln,2e,0.1800003051757812,0.0,1.22,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
83,p38,2g,2h,1.1800003051757812,0.0,1.14,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
84,p38,2aa,3flw,-1.4099998474121076,0.0,-1.62,1.97,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
85,p38,2j,2p,-1.1199998855590805,0.0,-1.86,0.48,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
86,p38,2j,2gg,-0.5799999237060529,0.0,0.28,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
87,p38,3flq,2v,0.9600000381469708,0.0,6.12,0.78,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
88,p38,2q,2ee,0.0,0.0,1.09,0.76,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
89,p38,2y,2v,0.8099994659423828,0.0,1.6,0.95,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
90,p38,3flw,3fly,-0.7399997711181641,0.0,1.33,0.64,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
91,p38,2gg,3fln,-0.2200002670288086,0.0,-1.08,0.25,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
92,p38,2g,2i,0.6099996566772461,0.0,0.94,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
93,p38,3fmk,3fly,0.4099998474121129,0.0,2.31,0.5,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
94,p38,2t,3fln,0.9700002670288104,0.0,1.82,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
95,p38,2s,2r,0.3199996948242187,0.0,-0.15,0.55,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
96,p38,2u,2k,1.7100000381469729,0.0,2.26,0.32,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
97,p38,2x,2v,1.2599992752075195,0.0,1.39,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
98,p38,2k,2m,-0.4099998474121094,0.0,-2.35,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
99,p38,2z,3fly,-1.0600004196166974,0.0,0.35,0.78,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
100,jnk1,18658-1,18631-1,0.2899999618530273,0.0,0.69,0.24,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
101,jnk1,17124-1,18637-1,-0.4600000381469744,0.0,-0.04,0.37,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
102,jnk1,18638-1,18634-1,0.1000003814697265,0.0,0.46,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
103,jnk1,18630-1,18632-1,0.0600004196166974,0.0,-0.36,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
104,jnk1,18626-1,18624-1,0.3800001144409179,0.0,0.87,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
105,jnk1,18634-1,18631-1,0.5799999237060547,0.0,0.8,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
106,jnk1,18632-1,18624-1,0.5900001525878924,0.0,0.7,0.04,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
107,jnk1,18635-1,18625-1,-0.8199996948242188,0.0,-0.06,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
108,jnk1,18630-1,18624-1,0.6500005722045898,0.0,0.4,0.06,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
109,jnk1,18628-1_flip,18627-1,0.2200002670288086,0.0,-0.42,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
110,jnk1,18627-1,18633-1,-0.6900005340576154,0.0,-0.07,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
111,jnk1,18631-1,18625-1,1.3000001907348633,0.0,1.01,0.41,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
112,jnk1,18639-1,18634-1,-0.25,0.0,0.85,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
113,jnk1,18659-1,18658-1,-0.2299995422363281,0.0,-1.37,0.33,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
114,jnk1,18659-1,18660-1,0.7700004577636719,0.0,0.45,0.25,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
115,jnk1,18631-1,18624-1,0.9200000762939452,0.0,1.98,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
116,jnk1,18626-1,18629-1,0.1999998092651367,0.0,0.26,0.02,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
117,jnk1,18638-1,18652-1,-0.5900001525878888,0.0,-0.2,0.21,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
118,jnk1,18634-1,18652-1,-0.6900005340576154,0.0,-0.76,0.2,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
119,jnk1,18659-1,18634-1,-0.5199995040893555,0.0,-0.77,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
120,jnk1,17124-1,18634-1,-0.3099994659423846,0.0,0.78,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
121,jnk1,18630-1,18633-1,-0.0299997329711896,0.0,-0.18,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
122,jnk1,18629-1,18624-1,0.1800003051757812,0.0,0.68,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
123,jnk1,18639-1,18637-1,-0.4000005722045898,0.0,0.17,0.85,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
124,jnk1,18636-1,18625-1,-0.5999994277954102,0.0,0.85,0.11,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
125,jnk1,18628-1_flip,18625-1,0.5900001525878906,0.0,-0.58,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
126,jnk1,18636-1,18635-1,0.2200002670288086,0.0,1.04,0.18,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
127,cdk2,20,1h1q,0.5399999618530273,0.0,1.31,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
128,cdk2,1oiy,1oi9,0.0500001907348632,0.0,-0.78,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
129,cdk2,22,1h1q,-0.3200001716613769,0.0,-0.16,0.35,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
130,cdk2,30,31,0.2700004577636719,0.0,0.36,0.15,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
131,cdk2,30,1h1s,-1.4399995803833008,0.0,-1.06,0.21,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
132,cdk2,17,1h1r,-0.630000114440918,0.0,0.14,0.03,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
133,cdk2,26,1h1q,0.25,0.0,0.69,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
134,cdk2,26,1oi9,-1.3099994659423828,0.0,-1.23,0.37,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
135,cdk2,22,1oi9,-1.87999963760376,0.0,-2.93,0.39,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
136,cdk2,30,29,-0.0699996948242187,0.0,-0.28,0.4,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
137,cdk2,21,1h1q,-0.3500003814697265,0.0,-0.48,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
138,cdk2,31,29,-0.3400001525878906,0.0,-0.03,0.48,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
139,cdk2,17,1h1q,-1.140000343322754,0.0,0.99,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
140,cdk2,31,1oi9,-0.1999998092651367,0.0,-0.95,0.23,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
141,cdk2,1h1s,31,1.7100000381469729,0.0,1.34,0.51,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
142,cdk2,1oiu,1h1q,0.8999996185302752,0.0,2.87,0.29,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
143,cdk2,1oiy,1h1q,1.609999656677246,0.0,1.22,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
144,cdk2,28,32,1.359999656677246,0.0,1.9,0.83,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
145,cdk2,21,20,-0.8900003433227539,0.0,-1.76,0.39,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
146,cdk2,28,1h1s,-0.1400003433227539,0.0,0.29,0.43,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
147,cdk2,1h1s,32,1.5,0.0,1.85,0.15,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
148,cdk2,17,1oiu,-2.039999961853029,0.0,-1.9,0.25,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
149,cdk2,1h1r,1h1q,-0.5100002288818359,0.0,0.83,0.12,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
150,cdk2,31,1h1q,1.359999656677246,0.0,1.07,0.27,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
151,ptp1b,23482,23486,-2.4600000381469727,0.0,-2.03,0.51,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
152,ptp1b,23467,23476,-2.0699996948242188,0.0,-2.73,0.39,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
153,ptp1b,23473,23466,0.5400004386901855,0.0,2.43,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
154,ptp1b,23469,23473,-0.6700005531311035,0.0,-1.18,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
155,ptp1b,23471,23470,0.0300002098083496,0.0,-1.22,0.39,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
156,ptp1b,23477,20670,-0.2299995422363299,0.0,-0.29,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
157,ptp1b,20667,23482,1.4099998474121076,0.0,1.36,0.33,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
158,ptp1b,23471,23468,0.0,0.0,0.43,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
159,ptp1b,23474,23466,1.2599997520446775,0.0,2.83,0.49,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
160,ptp1b,23466,20670,-1.230000019073488,0.0,-2.91,0.22,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
161,ptp1b,20667,23486,-1.050000190734865,0.0,-0.57,0.03,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
162,ptp1b,23480,23479,-0.4200000762939453,0.0,0.3,0.15,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
163,ptp1b,23477,23466,1.0000004768371582,0.0,2.14,0.16,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
164,ptp1b,23471,23472,-0.8999996185302734,0.0,-1.7,0.28,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
165,ptp1b,23484,23486,-4.720000267028809,0.0,-0.48,0.09,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
166,ptp1b,23483,23479,0.7299995422363281,0.0,1.67,0.26,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
167,ptp1b,23477,23479,-0.2899999618530273,0.0,-0.53,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
168,ptp1b,23471,23466,-0.0999999046325683,0.0,1.0,0.19,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
169,ptp1b,23480,20670,-0.3599996566772478,0.0,0.04,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
170,ptp1b,23467,23468,-0.4099998474121094,0.0,-0.56,0.13,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
171,ptp1b,23467,23473,-1.0500001907348633,0.0,-1.92,0.17,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
172,ptp1b,23467,23466,-0.5099997520446777,0.0,0.47,0.08,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
173,ptp1b,23476,23466,1.559999942779541,0.0,3.04,0.31,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
174,ptp1b,20667,23485,0.4099998474121076,0.0,1.6,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
175,ptp1b,23467,20669,-1.2699995040893557,0.0,-1.0,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
176,ptp1b,20669,23466,0.7599997520446777,0.0,1.27,0.2,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
177,ptp1b,23466,23330,-2.2800002098083496,0.0,-5.0,0.32,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
178,ptp1b,23483,23480,1.1499996185302734,0.0,0.89,0.26,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
179,ptp1b,23482,23479,0.869999885559082,0.0,1.21,0.29,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
180,ptp1b,23466,23472,-0.7999997138977051,0.0,-2.53,0.36,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
181,ptp1b,23466,23475,-0.8700003623962402,0.0,-2.54,0.23,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
182,ptp1b,23484,23485,-3.260000228881836,0.0,1.94,0.07,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
183,ptp1b,23477,23330,-1.2799997329711914,0.0,-1.62,0.14,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
184,ptp1b,23467,23474,-1.7699995040893557,0.0,-2.49,0.37,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
185,tyk2,ejm_31,ejm_46,-1.770000457763672,0.0,-0.86,0.04,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
186,tyk2,ejm_31,ejm_42,-0.239999771118164,0.0,0.62,0.05,Sage 2.3.0 + AM1-BCC ELF10 (OpenEye)
