,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
430,dhmix_1051001364116056564,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7811,,CCCCNCCCC,Solvent,0.2189,,0.164,0.002,10.1016/j.fluid.2013.01.011
431,dhmix_2131918011494960609,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2946999999999999,,CCCCNCCCC,Solvent,0.7053,,0.256,0.003,10.1016/j.fluid.2013.01.011
432,dhmix_618866445574413387,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4425,,Cc1ccccc1C,Solvent,0.5575,,-0.0342,0.0006,10.1016/j.jct.2010.07.016
433,dhmix_1129414916141538177,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7443,,Cc1ccccc1C,Solvent,0.2557,,0.0421,0.00065,10.1016/j.jct.2010.07.016
434,dhmix_2268256048157488415,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2454,,Cc1ccccc1C,Solvent,0.7545999999999999,,-0.0613,0.00085,10.1016/j.jct.2010.07.016
435,dhmix_773913810754342365,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.7149,,O,Solvent,0.2851,,-1.753,0.019,10.1016/j.jct.2015.06.006
436,dhmix_1012297674499495059,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.201,,O,Solvent,0.7989999999999999,,-2.758,0.0295,10.1016/j.jct.2015.06.006
437,dhmix_1871930573512426354,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.4911,,O,Solvent,0.5089,,-3.131,0.0335,10.1016/j.jct.2015.06.006
438,dhmix_749228177959685874,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2352999999999999,,CCCNCCC,Solvent,0.7647,,0.299,0.0035,10.1016/j.fluid.2013.01.011
439,dhmix_1706960823617656563,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.6984,,CCCNCCC,Solvent,0.3016,,0.334,0.0035,10.1016/j.fluid.2013.01.011
440,dhmix_2102794241345605516,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.505,,CCCNCCC,Solvent,0.495,,0.397,0.0045,10.1016/j.fluid.2013.01.011
441,dhmix_628329103086906726,298.15,100.0,Liquid,2,CC1CCCCC1,Solvent,0.2504,,CCCO,Solvent,0.7496,,0.321,0.0055,10.1016/j.jct.2016.10.005
442,dhmix_989207392771680315,298.15,100.0,Liquid,2,CC1CCCCC1,Solvent,0.7505,,CCCO,Solvent,0.2495,,0.574,0.0055,10.1016/j.jct.2016.10.005
443,dhmix_2109805019413953371,298.15,100.0,Liquid,2,CC1CCCCC1,Solvent,0.5004,,CCCO,Solvent,0.4996,,0.533,0.0055,10.1016/j.jct.2016.10.005
444,dhmix_634764080264908666,298.15,101.0,Liquid,2,O,Solvent,0.5011,,OCCN1CCOCC1,Solvent,0.4989,,-2.2633,0.02415,10.1016/j.jct.2015.06.006
445,dhmix_1064373607860850902,298.15,101.0,Liquid,2,O,Solvent,0.3051,,OCCN1CCOCC1,Solvent,0.6949,,-1.7936,0.01915,10.1016/j.jct.2015.06.006
446,dhmix_1846281306963870091,298.15,101.0,Liquid,2,O,Solvent,0.6998,,OCCN1CCOCC1,Solvent,0.3002,,-2.426,0.026,10.1016/j.jct.2015.06.006
447,dhmix_636778454546345333,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5063,,CNc1ccccc1,Solvent,0.4937,,1.628,0.0175,10.1016/j.jct.2012.07.006
448,dhmix_1832297119731463766,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2047,,CNc1ccccc1,Solvent,0.7953,,0.972,0.0105,10.1016/j.jct.2012.07.006
449,dhmix_1889368397403208807,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7066,,CNc1ccccc1,Solvent,0.2934,,1.521,0.0165,10.1016/j.jct.2012.07.006
450,dhmix_637657437173907469,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.7097,,CNc1ccccc1,Solvent,0.2903,,-0.525,0.0055,10.1021/je200333p
451,dhmix_817594693007274900,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2316,,CNc1ccccc1,Solvent,0.7684,,-0.5,0.0055,10.1021/je200333p
452,dhmix_1052042310023734389,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.5086,,CNc1ccccc1,Solvent,0.4913999999999999,,-0.672,0.0075,10.1021/je200333p
453,dhmix_986100941633296124,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4818,,CCCCC(=O)OC,Solvent,0.5182,,0.866,0.0095,10.1021/acs.jced.5b00813
454,dhmix_1505455794590867712,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1589,,CCCCC(=O)OC,Solvent,0.8411,,0.438,0.005,10.1021/acs.jced.5b00813
455,dhmix_1888614200283593194,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7813,,CCCCC(=O)OC,Solvent,0.2187,,0.658,0.007,10.1021/acs.jced.5b00813
456,dhmix_657900975986635712,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7827,,Cc1ccncc1,Solvent,0.2173,,-0.8885,0.0182,10.1016/j.jct.2010.12.028
457,dhmix_727678512066874384,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4783,,Cc1ccncc1,Solvent,0.5217,,-1.4295,0.0291,10.1016/j.jct.2010.12.028
458,dhmix_860941552641107708,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2715,,Cc1ccncc1,Solvent,0.7284999999999999,,-1.1791,0.02405,10.1016/j.jct.2010.12.028
459,dhmix_791979567859859400,298.15,101.0,Liquid,2,CCCCCCN,Solvent,0.7478,,CN(C)C=O,Solvent,0.2522,,0.461,0.015,10.1016/j.fluid.2019.112283
460,dhmix_1553880519684715156,298.15,101.0,Liquid,2,CCCCCCN,Solvent,0.2497,,CN(C)C=O,Solvent,0.7503,,0.51,0.0165,10.1016/j.fluid.2019.112283
461,dhmix_2271922176351407084,298.15,101.0,Liquid,2,CCCCCCN,Solvent,0.4997,,CN(C)C=O,Solvent,0.5003,,0.661,0.02,10.1016/j.fluid.2019.112283
462,dhmix_676105854791415053,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.54,,CCCCCO,Solvent,0.46,,0.858,0.0345,10.1016/j.fluid.2010.03.001
463,dhmix_865539540276734208,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.766,,CCCCCO,Solvent,0.234,,0.782,0.0315,10.1016/j.fluid.2010.03.001
464,dhmix_2293008983270202716,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.272,,CCCCCO,Solvent,0.728,,0.532,0.0215,10.1016/j.fluid.2010.03.001
465,dhmix_979415629850644100,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.1998,,O,Solvent,0.8002,,-4.495,0.048,10.1016/j.jct.2015.06.006
466,dhmix_1386641258873877278,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7926,,O,Solvent,0.2074,,-1.753,0.019,10.1016/j.jct.2015.06.006
467,dhmix_1572121970391530461,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.55,,O,Solvent,0.4499999999999999,,-3.547,0.038,10.1016/j.jct.2015.06.006
468,dhmix_681274412655414068,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.7394,,Cc1ccccc1,Solvent,0.2606,,-0.1135,0.0033,10.1016/j.jct.2006.08.011
469,dhmix_720914323963600437,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2389,,Cc1ccccc1,Solvent,0.7611,,-0.1404,0.0037,10.1016/j.jct.2006.08.011
470,dhmix_1646061995263935606,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5486,,Cc1ccccc1,Solvent,0.4514,,-0.1583,0.004,10.1016/j.jct.2006.08.011
471,dhmix_686592400130667234,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2312999999999999,,COC(C)=O,Solvent,0.7687,,0.2115,0.0024,10.1016/j.jct.2006.05.004
472,dhmix_691866222529030049,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.5042,,COC(C)=O,Solvent,0.4958,,0.3912,0.0038,10.1016/j.jct.2006.05.004
473,dhmix_1380172638999588939,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7594,,COC(C)=O,Solvent,0.2406,,0.313,0.0032,10.1016/j.jct.2006.05.004
474,dhmix_1759507684169085916,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7418,,Cc1ccccc1,Solvent,0.2582,,-0.2141,0.0024,10.1016/j.jct.2010.12.016
475,dhmix_1857599089574133884,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2231,,Cc1ccccc1,Solvent,0.7769,,-0.1889,0.00215,10.1016/j.jct.2010.12.016
476,dhmix_2238554893157725289,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4821,,Cc1ccccc1,Solvent,0.5179,,-0.2985,0.0033,10.1016/j.jct.2010.12.016
477,dhmix_859697969059379656,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.503,,ClCCCCCCCl,Solvent,0.497,,-0.2,0.0025,10.1016/j.jct.2008.01.024
478,dhmix_916885053388204545,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.212,,ClCCCCCCCl,Solvent,0.788,,-0.13,0.002,10.1016/j.jct.2008.01.024
479,dhmix_2039443272323887912,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.797,,ClCCCCCCCl,Solvent,0.2029999999999999,,-0.123,0.002,10.1016/j.jct.2008.01.024
480,dhmix_729169544598225866,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.203,,ClCCCCCCCl,Solvent,0.7969999999999999,,0.195,0.0025,10.1016/j.jct.2007.06.017
481,dhmix_1359105787212172230,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.796,,ClCCCCCCCl,Solvent,0.2039999999999999,,0.24,0.0025,10.1016/j.jct.2007.06.017
482,dhmix_1534380829757525169,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.498,,ClCCCCCCCl,Solvent,0.502,,0.34,0.0025,10.1016/j.jct.2007.06.017
483,dhmix_1171155554844966705,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2471,,C1CCOCC1,Solvent,0.7529,,0.3613,0.00395,10.1016/j.tca.2010.03.028
484,dhmix_2195791820105752985,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7266,,C1CCOCC1,Solvent,0.2734,,0.4424,0.00485,10.1016/j.tca.2010.03.028
485,dhmix_2296999979529762407,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.499,,C1CCOCC1,Solvent,0.501,,0.526,0.0055,10.1021/je900077g
486,dhmix_744994939606384802,298.15,101.0,Liquid,2,CO,Solvent,0.3,,O,Solvent,0.7,,-0.85,0.005,10.1016/j.tca.2006.02.028
487,dhmix_1126710771921470495,298.15,101.0,Liquid,2,CO,Solvent,0.7,,O,Solvent,0.3,,-0.583,0.0035,10.1016/j.tca.2006.02.028
488,dhmix_1824296469249495553,298.15,101.0,Liquid,2,CO,Solvent,0.5,,O,Solvent,0.5,,-0.777,0.0045,10.1016/j.tca.2006.02.028
489,dhmix_753952445434773754,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.493,,CN1CCCC1=O,Solvent,0.507,,0.638,0.0035,10.1016/j.jct.2008.01.024
490,dhmix_1273186684325800862,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.783,,CN1CCCC1=O,Solvent,0.217,,0.371,0.003,10.1016/j.jct.2008.01.024
491,dhmix_1457789704046029008,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.2019999999999999,,CN1CCCC1=O,Solvent,0.798,,0.5,0.0035,10.1016/j.jct.2008.01.024
492,dhmix_756380521637559100,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.28584,0.00154,10.1021/je034037l
493,dhmix_1367833850972054360,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.23662,0.001355,10.1021/je034037l
494,dhmix_1533665710565492443,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.20076,0.00121,10.1021/je034037l
495,dhmix_781473821930081125,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7651,,OCc1ccccc1,Solvent,0.2349,,1.083,0.0116,10.1021/je050085p
496,dhmix_966435122735090568,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.0636,,OCc1ccccc1,Solvent,0.9364,,0.1901,0.00225,10.1021/je050085p
497,dhmix_1518701992890040137,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.5499,,OCc1ccccc1,Solvent,0.4500999999999999,,1.0561,0.01135,10.1021/je050085p
498,dhmix_836757145941804043,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2915,,c1ccncc1,Solvent,0.7085,,0.0898,0.00095,10.1016/j.tca.2011.02.002
499,dhmix_1003039131395935786,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5363,,c1ccncc1,Solvent,0.4637,,0.1573,0.0013,10.1016/j.tca.2011.02.002
500,dhmix_2191254706131659314,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7344,,c1ccncc1,Solvent,0.2655999999999999,,0.1564,0.0013,10.1016/j.tca.2011.02.002
501,dhmix_1175081460677389458,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,CCCC(C)=O,Solvent,0.75,,0.06014,0.00063,10.1021/je025649t
502,dhmix_1531586108535895092,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,0.08245,0.000715,10.1021/je025649t
503,dhmix_2074691820693967219,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,CCCC(C)=O,Solvent,0.5,,0.09128,0.000745,10.1021/je025649t
504,dhmix_814516627068967115,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2308,,ClCCCCl,Solvent,0.7692,,-0.054,0.001,10.1016/j.jct.2008.10.007
505,dhmix_1623640482466530427,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7509,,ClCCCCl,Solvent,0.2491,,-0.088,0.001,10.1016/j.jct.2008.10.007
506,dhmix_2003217087101692001,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5145,,ClCCCCl,Solvent,0.4855,,-0.114,0.0015,10.1016/j.jct.2008.10.007
507,dhmix_1288938247372010686,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7513,,CCCCCCCC,Solvent,0.2487,,0.23,0.005,10.1016/j.fluid.2006.03.020
508,dhmix_1429498464152515756,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5324,,CCCCCCCC,Solvent,0.4676,,0.258,0.005,10.1016/j.fluid.2006.03.020
509,dhmix_2289023418386220795,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2744,,CCCCCCCC,Solvent,0.7256,,0.18,0.005,10.1016/j.fluid.2006.03.020
510,dhmix_1107367594793013993,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2727,,CCCCCl,Solvent,0.7273,,-0.0785,0.001,10.1016/j.fluid.2011.06.001
511,dhmix_1310204607958463222,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.4547,,CCCCCl,Solvent,0.5453,,-0.0954,0.0012,10.1016/j.fluid.2011.06.001
512,dhmix_1605157292498138629,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7274,,CCCCCl,Solvent,0.2726,,-0.0732,0.00095,10.1016/j.fluid.2011.06.001
513,dhmix_1381513140604048573,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4737599999999999,,c1ccncc1,Solvent,0.52624,,-0.093,0.001,10.1021/je400184t
514,dhmix_2085036308089359597,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2306099999999999,,c1ccncc1,Solvent,0.76939,,-0.032,0.001,10.1021/je400184t
515,dhmix_2287943921901918379,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.6695800000000001,,c1ccncc1,Solvent,0.33042,,-0.12,0.0015,10.1021/je400184t
516,dhmix_1093843275803987368,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.4822,,COC(C)=O,Solvent,0.5178,,0.151,0.002,10.1021/acs.jced.5b00813
517,dhmix_1514470349370367756,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.226,,COC(C)=O,Solvent,0.774,,0.102,0.0015,10.1021/acs.jced.5b00813
518,dhmix_1615966506855005599,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.6958,,COC(C)=O,Solvent,0.3042,,0.122,0.0015,10.1021/acs.jced.5b00813
519,dhmix_1379448524788285045,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.503,,CCOC=O,Solvent,0.497,,0.404,0.0054,10.1016/j.jct.2005.07.009
520,dhmix_1589211680683586133,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2475,,CCOC=O,Solvent,0.7525,,0.2492,0.0035,10.1016/j.jct.2005.07.009
521,dhmix_2225135654541562913,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7345999999999999,,CCOC=O,Solvent,0.2654,,0.3604,0.00485,10.1016/j.jct.2005.07.009
522,dhmix_933824509566848172,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.35,,CCCC(C)=O,Solvent,0.65,,0.17755,0.001095,10.1021/je034223r
523,dhmix_1386053902220878259,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5,,CCCC(C)=O,Solvent,0.5,,0.21077,0.00122,10.1021/je034223r
524,dhmix_2113009728753201792,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,0.17046,0.00107,10.1021/je034223r
525,dhmix_962524540250306235,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2681,,c1ccncc1,Solvent,0.7319,,-0.8915,0.0182,10.1016/j.jct.2010.12.028
526,dhmix_1000930562998604270,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7735,,c1ccncc1,Solvent,0.2265,,-0.7828,0.016,10.1016/j.jct.2010.12.028
527,dhmix_1371524052813651708,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4826,,c1ccncc1,Solvent,0.5174000000000001,,-1.0329,0.02105,10.1016/j.jct.2010.12.028
528,dhmix_1091489740441728210,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.2601,,COC(C)(C)C,Solvent,0.7399,,0.371,0.0075,10.1016/j.fluid.2004.12.013
529,dhmix_1760873631242020891,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.7596,,COC(C)(C)C,Solvent,0.2404,,0.345,0.007,10.1016/j.fluid.2004.12.013
530,dhmix_2200368758776542578,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.5133,,COC(C)(C)C,Solvent,0.4867,,0.486,0.0095,10.1016/j.fluid.2004.12.013
531,dhmix_972091313059406932,298.15,101.0,Liquid,2,CCCNCCC,Solvent,0.2481999999999999,,CN(C)C=O,Solvent,0.7518,,0.613,0.0195,10.1016/j.fluid.2019.112283
532,dhmix_1037416167092316519,298.15,101.0,Liquid,2,CCCNCCC,Solvent,0.4995,,CN(C)C=O,Solvent,0.5005,,0.748,0.0225,10.1016/j.fluid.2019.112283
533,dhmix_1525975551610336413,298.15,101.0,Liquid,2,CCCNCCC,Solvent,0.7496,,CN(C)C=O,Solvent,0.2504,,0.529,0.017,10.1016/j.fluid.2019.112283
534,dhmix_1022139531284796266,298.15,101.325,Liquid,2,CCCO,Solvent,0.7302,,O=Cc1ccccc1,Solvent,0.2698,,1.3784,0.00585,10.1016/j.jct.2011.05.014
535,dhmix_1860362391399300385,298.15,101.325,Liquid,2,CCCO,Solvent,0.2374,,O=Cc1ccccc1,Solvent,0.7626,,1.2579,0.0055,10.1016/j.jct.2011.05.014
536,dhmix_2114980631721668598,298.15,101.325,Liquid,2,CCCO,Solvent,0.5178,,O=Cc1ccccc1,Solvent,0.4822,,1.6361,0.00675,10.1016/j.jct.2011.05.014
537,dhmix_1383192140212198237,298.15,101.0,Liquid,2,CNCCO,Solvent,0.7988,,O,Solvent,0.2012,,-1.219,0.025,10.1016/j.jct.2007.03.010
538,dhmix_1902240048183935170,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5017,,O,Solvent,0.4982999999999999,,-2.508,0.051,10.1016/j.jct.2007.03.010
539,dhmix_2185888808838690563,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1992,,O,Solvent,0.8008,,-2.243,0.0455,10.1016/j.jct.2007.03.010
540,dhmix_1468142552678388689,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.4841,,CN1CCCC1=O,Solvent,0.5159,,-0.1675,0.00415,10.1021/je900262t
541,dhmix_1545004468946955771,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2461,,CN1CCCC1=O,Solvent,0.7539,,-0.0999,0.0031,10.1021/je900262t
542,dhmix_1746826813990258300,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7324,,CN1CCCC1=O,Solvent,0.2675999999999999,,-0.0861,0.0029,10.1021/je900262t
543,dhmix_1427533760370073434,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2416,,Cc1ccncc1,Solvent,0.7584,,0.0975,0.001,10.1016/j.tca.2011.02.002
544,dhmix_1681679230288000235,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4834,,Cc1ccncc1,Solvent,0.5166,,0.1741,0.00135,10.1016/j.tca.2011.02.002
545,dhmix_1854625047398559527,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8262,,Cc1ccncc1,Solvent,0.1737999999999999,,0.0948,0.001,10.1016/j.tca.2011.02.002
546,dhmix_1400067757990485972,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7388,,OCCc1ccccc1,Solvent,0.2612,,1.1427,0.01225,10.1021/je050085p
547,dhmix_1985234108792038812,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.4852,,OCCc1ccccc1,Solvent,0.5147999999999999,,1.0249,0.011,10.1021/je050085p
548,dhmix_2203675640711482674,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.2391,,OCCc1ccccc1,Solvent,0.7609,,0.6669,0.0072,10.1021/je050085p
549,dhmix_1491739683552461043,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.3486,,COC=O,Solvent,0.6514,,0.422,0.0045,10.1016/j.jct.2015.02.019
550,dhmix_1747049492522889097,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5232,,COC=O,Solvent,0.4768,,0.409,0.0045,10.1016/j.jct.2015.02.019
551,dhmix_1990853348078771210,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7968,,COC=O,Solvent,0.2032,,0.219,0.0025,10.1016/j.jct.2015.02.019
552,dhmix_1311251505653939236,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.5985,,O,Solvent,0.4014999999999999,,0.4905,0.00555,10.1016/j.fluid.2007.12.008
553,dhmix_1367092272310773702,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.7492,,O,Solvent,0.2508,,0.6211,0.00695,10.1016/j.fluid.2007.12.008
554,dhmix_2033109088651196860,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.2004,,O,Solvent,0.7996,,0.1562,0.0021,10.1016/j.fluid.2007.12.008
555,dhmix_1817161401911066523,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7549,,OC1=NCCC1,Solvent,0.2451,,0.2989,0.0033,10.1021/je801006q
556,dhmix_2057245570503088562,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2598,,OC1=NCCC1,Solvent,0.7402,,0.1798,0.00205,10.1021/je801006q
557,dhmix_2273039716774959551,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4978,,OC1=NCCC1,Solvent,0.5022,,0.2775,0.0031,10.1021/je801006q
558,dhmix_1534218615961922445,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.256,,COC(C)=O,Solvent,0.744,,1.385,0.015,10.1021/acs.jced.5b00813
559,dhmix_1663557420681143866,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5406,,COC(C)=O,Solvent,0.4594,,1.759,0.019,10.1021/acs.jced.5b00813
560,dhmix_1913788848230724771,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7833,,COC(C)=O,Solvent,0.2167,,1.149,0.0125,10.1021/acs.jced.5b00813
