Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dens_585589913608184675,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7729,,Cc1ccccc1C,Solvent,0.2270999999999999,,0.8787800000000002,0.000505,,,10.1021/je5004719
dhmix_586189897838628934,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.2395,,c1ccncc1,Solvent,0.7605,,,,-1.7662,0.01145,10.1016/j.fluid.2013.10.029
dhmix_587300948837872895,298.15,101.0,Liquid,2,NCCCO,Solvent,0.7515,,O,Solvent,0.2485,,,,-1.531,0.031,10.1016/j.jct.2007.03.010
dens_588233679707408190,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.5256000000000001,,COC(C)=O,Solvent,0.4744,,1.5338800000000006,0.001965,,,10.1016/j.jct.2006.05.004
dens_588750578621138177,298.43,101.0,Liquid,2,CCC#N,Solvent,0.3017999999999999,,CCOC(C)(C)C,Solvent,0.6982,,0.7455000000000002,0.0002,,,10.1021/je301238f
dens_592391579693743062,293.15,101.0,Liquid,2,CCN(CC)CCO,Solvent,0.7997,,O,Solvent,0.2003,,0.8996000000000003,0.005,,,10.1016/j.jct.2019.06.032
dens_593194474232486009,298.15,100.0,Liquid,2,CC(C)O,Solvent,0.2651,,CCOC=O,Solvent,0.7349,,0.8710000000000002,0.0003,,,10.1021/je500848q
dhmix_595013293980749267,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.7602,,c1ccncc1,Solvent,0.2398,,,,-1.6452,0.01075,10.1016/j.fluid.2013.10.029
dens_595481972055486133,298.15,101.0,Liquid,2,O,Solvent,0.6990000000000001,,OCCOCCO,Solvent,0.301,,1.0958900000000005,0.000305,,,10.1021/je700672f
dhmix_595616357493895734,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7355,,Cc1cccnc1,Solvent,0.2644999999999999,,,,0.0924,0.00095,10.1016/j.tca.2011.02.002
dens_596897931436855001,298.41,101.0,Liquid,2,CC#N,Solvent,0.5024,,CCOC(C)(C)CC,Solvent,0.4976,,0.7675000000000002,0.00035,,,10.1021/je301238f
dhmix_598453419822317191,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,,,0.43148,0.00217,10.1021/je034223r
dens_604968771825556353,298.15,101.0,Liquid,2,CCCO,Solvent,0.1929,,O=Cc1ccccc1,Solvent,0.8071,,1.0128,0.00265,,,10.1021/je900212d
dens_608009219747679868,298.15,101.0,Liquid,2,CCCCO,Solvent,0.1445999999999999,,OC1=NCCC1,Solvent,0.8554,,1.0575900000000005,0.000205,,,10.1021/je801006q
dens_608816219136364677,293.15,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.7252000000000001,,CCCCCO,Solvent,0.2748,,0.8354000000000001,0.00035,,,10.1016/j.fluid.2010.03.001
dhmix_609453659744985840,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.797,,ClCCCCCCCl,Solvent,0.2029999999999999,,,,-0.123,0.002,10.1016/j.jct.2008.01.024
dens_614128955153409432,303.15,100.0,Liquid,2,CCO,Solvent,0.7817,,Cc1cccc(O)c1,Solvent,0.2183,,0.8631500000000002,0.000605,,,10.1016/j.jct.2018.12.039
dhmix_614348814289055643,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.256,,COC(C)=O,Solvent,0.744,,,,1.385,0.015,10.1021/acs.jced.5b00813
dens_614753354611828777,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.091,,CC(C)OC(C)C,Solvent,0.909,,0.7293950000000001,0.000464,,,10.1021/je100765j
dens_615779488687554989,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5015000000000001,,COC=O,Solvent,0.4985,,1.6620300000000003,0.00232,,,10.1016/j.jct.2006.05.004
dhmix_616475802605279423,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5,,O=C1CCCC1,Solvent,0.5,,,,-0.02181,0.000475,10.1021/je034223r
dens_616990114085001127,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2523999999999999,,c1ccccc1,Solvent,0.7476,,0.9163300000000004,0.00029,,,10.1016/j.jct.2006.06.005
dhmix_618103006403882508,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.7514,,O,Solvent,0.2486,,,,1.128,0.012,10.1021/je800889y
dens_619815345932290256,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.4795,,ClCCCl,Solvent,0.5205,,1.0603100000000003,0.00196,,,10.1016/j.jct.2008.10.007
dhmix_623512244251244216,298.15,101.0,Liquid,2,COC=O,Solvent,0.2508,,ClCCCl,Solvent,0.7492,,,,0.0793,0.0007,10.1016/j.jct.2006.10.008
dhmix_623995532248084806,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.4841,,CN1CCCC1=O,Solvent,0.5159,,,,-0.1675,0.00415,10.1021/je900262t
dhmix_624210795998900127,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.4996,,CC(C)O,Solvent,0.5004,,,,1.5703,0.0169,10.1021/je7006633
dens_626996018415192803,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.7526,,CCOC(C)=O,Solvent,0.2473999999999999,,0.8732900000000001,0.00012,,,10.1016/j.jct.2012.03.011
dens_627608989990105730,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2603,,CCCCNCCCC,Solvent,0.7397,,0.7614750000000002,0.0001005,,,10.1016/j.tca.2010.09.004
dens_632301277280705715,298.15,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.7997,,CCCCCl,Solvent,0.2003,,0.9247000000000004,0.0002,,,10.1021/je700096m
dens_632952273520380415,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.701,,Cc1ccccc1,Solvent,0.299,,0.7696300000000001,0.000503,,,10.1016/j.jct.2007.05.005
dens_634056952822496805,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5255,,ClCCCCl,Solvent,0.4745,,1.0302400000000005,0.00176,,,10.1016/j.jct.2008.10.007
dens_636680700386235971,298.43,101.0,Liquid,2,CCC#N,Solvent,0.5014000000000001,,CCOC(C)(C)C,Solvent,0.4986,,0.7532000000000002,0.0003,,,10.1021/je301238f
dens_638319718136632969,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4837,,c1ccncc1,Solvent,0.5163,,0.9912370000000004,0.000117,,,10.1016/j.jct.2010.12.028
dhmix_642682056044438280,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.2952,,Cc1ccccc1,Solvent,0.7048,,,,0.459,0.005,10.1016/j.jct.2012.07.006
dens_643721325894614687,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7243,,CCCC(=O)OC,Solvent,0.2756999999999999,,0.7279000000000001,0.000505,,,10.1021/acs.jced.5b00813
dhmix_644806538943658854,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,,,0.4509,0.002255,10.1021/je034037l
dhmix_647125005407274492,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7005,,CCCCOCCCC,Solvent,0.2995,,,,0.10948,0.00133,10.1016/j.fluid.2009.11.010
dhmix_652048853041426910,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,,,0.8181,0.01135,10.1021/je300678r
dens_652373013804398619,298.15,100.0,Liquid,2,CCCCCCCl,Solvent,0.2984,,CN1CCCC1=O,Solvent,0.7016,,0.9715000000000004,0.0002,,,10.1021/je7003758
dens_653288173015272951,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.5136000000000001,,Cc1ccccc1Cl,Solvent,0.4864,,1.0536,0.0005,,,10.1021/je400722h
dhmix_654197021778052809,303.0,101.0,Liquid,2,COC(C)(C)C,Solvent,0.2199999999999999,,ClC(Cl)Cl,Solvent,0.78,,,,-1.5,0.0605,10.1021/je100821g
dhmix_655011872649839968,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.4607,,CCO,Solvent,0.5393,,,,-0.95,0.00405,10.1021/je101031j
dhmix_655406664215573225,308.15,101.32,Liquid,2,OCCO,Solvent,0.7361,,OCc1ccccc1,Solvent,0.2639,,,,0.1383,0.0037,10.1021/je0342062
dhmix_658677795953893057,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7537,,CCOC(=O)CC,Solvent,0.2463,,,,0.0052,0.0008,10.1016/j.jct.2005.07.009
dhmix_659230745693232611,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,,,-1.4628,0.02995,10.1016/j.fluid.2009.10.018
dhmix_659583178864922509,298.15,101.0,Liquid,2,O,Solvent,0.2094,,OCCOCCO,Solvent,0.7906,,,,-0.521,0.003,10.1016/j.tca.2009.06.004
dhmix_664260221584345077,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7339,,COC(C)=O,Solvent,0.2661,,,,0.178,0.002,10.1021/acs.jced.5b00813
dens_665609190658389682,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.1503,,CCCO,Solvent,0.8497,,0.7704980000000002,0.0001845,,,10.1021/je100595s
dens_666973790901626876,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.515,,OCCCc1ccccc1,Solvent,0.485,,0.9715100000000002,0.00026,,,10.1021/je050085p
dens_667092603208108806,298.15,100.0,Liquid,2,CCCCNCCCC,Solvent,0.7266,,CN(C)C=O,Solvent,0.2734,,0.7828350000000002,0.0009465,,,10.1021/acs.jced.5b00802
dhmix_670915582834547135,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2001,,CC(C)O,Solvent,0.7999,,,,1.1352,0.0124,10.1021/je7006633
dhmix_672649201578783688,298.15,101.0,Liquid,2,CCCNCCC,Solvent,0.4995,,CN(C)C=O,Solvent,0.5005,,,,0.748,0.0225,10.1016/j.fluid.2019.112283
dhmix_674719411452934527,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.7892,,Cc1ccccc1,Solvent,0.2108,,,,0.287,0.003,10.1016/j.jct.2012.07.006
dhmix_675076390683289931,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.7376,,CCOC(C)=O,Solvent,0.2623999999999999,,,,0.114,0.0015,10.1016/j.jct.2012.03.011
dens_675203990373383049,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7564,,Cc1ccccc1,Solvent,0.2436,,0.9854500000000004,0.00034,,,10.1016/j.jct.2006.05.006
dhmix_675664409459746486,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7782,,COC=O,Solvent,0.2218,,,,0.6355,0.0057,10.1016/j.jct.2006.05.004
dens_676206401918047892,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.5077,,O,Solvent,0.4922999999999999,,0.9237220000000002,0.000504,,,10.1016/j.jct.2004.11.016
dhmix_676514849261639671,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.5,,CCO,Solvent,0.5,,,,0.8491,0.00794,10.1021/je049852v
dhmix_682501521852146548,298.15,101.0,Liquid,2,O,Solvent,0.2053,,OCCCCO,Solvent,0.7947,,,,-0.513,0.007,10.1016/j.jct.2005.06.018
dhmix_682951342586267532,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7519,,c1ccccc1,Solvent,0.2481,,,,0.6047,0.0035,10.1016/j.tca.2013.01.028
dens_684524019006678125,298.15,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2003,,CCCCCCCl,Solvent,0.7997,,0.8816000000000003,0.00025,,,10.1021/je700096m
dhmix_686813706452039694,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,,,0.05773,0.000615,10.1021/je025649t
dhmix_691219306247826001,298.15,101.0,Liquid,2,CC#N,Solvent,0.2196,,c1ccccc1,Solvent,0.7804,,,,0.2399,0.00495,10.1021/je100489z
dens_696325484148994478,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.4997,,OC1=NCCC1,Solvent,0.5003,,0.9282800000000002,0.00018,,,10.1021/je801006q
dens_696342993597664758,298.15,101.0,Liquid,2,CCOCCO,Solvent,0.2518,,c1ccccc1,Solvent,0.7482,,0.8849000000000002,0.00081,,,10.1021/je034005y
dens_696531209812824194,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.1999999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.8,,1.0176930000000002,0.000103,,,10.1021/je100100n
dhmix_697659262653951139,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7996,,O,Solvent,0.2004,,,,-1.247,0.0255,10.1016/j.jct.2007.03.010
dens_698179267613355646,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4942,,c1cc[nH]c1,Solvent,0.5058,,0.8661300000000002,0.000235,,,10.1021/je100526j
dhmix_698457340304180532,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7625,,OCCCc1ccccc1,Solvent,0.2375,,,,1.1164,0.01195,10.1021/je050085p
dhmix_702576095929672539,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7443,,Cc1ccccc1C,Solvent,0.2557,,,,0.0421,0.00065,10.1016/j.jct.2010.07.016
dens_707900705785148351,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2591,,CCCCOC(=O)CCC,Solvent,0.7409,,1.0598600000000002,0.000145,,,10.1016/j.jct.2009.05.006
dens_711025543420579550,298.15,100.0,Liquid,2,CCCCCCCl,Solvent,0.2007,,CN(C)C=O,Solvent,0.7993,,0.9218000000000002,0.00025,,,10.1021/je700096m
dens_716150435818099879,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4784,,Cc1ccccc1Cl,Solvent,0.5216,,0.9931600000000002,0.00051,,,10.1021/je400722h
dhmix_716214736029750419,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.494,,c1ccccc1,Solvent,0.506,,,,0.609,0.00395,10.1016/j.fluid.2013.10.029
dhmix_717706436028809353,298.15,101.0,Liquid,2,O,Solvent,0.2091,,OCCO,Solvent,0.7908999999999999,,,,-0.347,0.0025,10.1016/j.tca.2009.06.004
dhmix_718899859441208601,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2145,,Nc1ccccc1,Solvent,0.7855,,,,-0.746,0.008,10.1021/je200333p
dens_721078444558467339,298.15,101.3,Liquid,2,CC(C)CCl,Solvent,0.8059,,CC(C)OC(C)C,Solvent,0.1941,,0.8355300000000002,0.0003555,,,10.1007/s10765-010-0737-5
dens_721622192135702461,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1999999999999999,,CCCCO,Solvent,0.8,,0.7696800000000001,0.000295,,,10.1016/j.fluid.2012.06.031
dens_721829018656439063,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7678,,c1ccncc1,Solvent,0.2321999999999999,,0.9936220000000002,0.000117,,,10.1016/j.jct.2010.12.028
dhmix_722729324802802508,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2306099999999999,,c1ccncc1,Solvent,0.76939,,,,-0.032,0.001,10.1021/je400184t
dhmix_723331456661833935,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7832,,c1ccccc1,Solvent,0.2168,,,,-0.1399,0.00165,10.1016/j.jct.2010.07.016
dhmix_723689487243736489,298.15,101.0,Liquid,2,CCCCNCCCC,Solvent,0.7518,,CN(C)C=O,Solvent,0.2482,,,,0.782,0.025,10.1016/j.fluid.2019.112283
dhmix_723900162673380912,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.0636,,OCc1ccccc1,Solvent,0.9364,,,,0.1901,0.00225,10.1021/je050085p
dhmix_727147623460048824,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,,,-0.3157,0.07895,10.1016/j.jct.2013.09.015
dens_728778269778802067,298.15,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.5022,,CCCCCCCCCl,Solvent,0.4978,,0.8902000000000002,0.0004,,,10.1021/je700096m
dens_730481532355861358,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.272,,O=C1CCCCC1,Solvent,0.728,,0.9614000000000004,0.00025,,,10.1016/j.jct.2012.05.005
dhmix_731192137299168669,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7548,,OC1=NCCC1,Solvent,0.2452,,,,0.2356,0.00265,10.1021/je801006q
dens_734912176439313747,298.15,101.0,Liquid,2,CCCCC,Solvent,0.2471,,CCCCOC=O,Solvent,0.7529,,0.8221800000000001,0.000375,,,10.1016/j.fluid.2013.11.026
dhmix_735622332528100449,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7442,,C1COCCO1,Solvent,0.2558,,,,1.262,0.007,10.1016/j.fluid.2006.03.020
dens_736323912100250330,298.15,100.5,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)CC(C)=O,Solvent,0.25,,0.8856300000000003,0.00017,,,10.1021/je050402s
dens_737444844226236939,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.7407,,Cc1ccccc1,Solvent,0.2593,,0.9531280000000004,0.0002595,,,10.1021/je400134d
dhmix_737651034879117611,298.15,101.0,Liquid,2,COC=O,Solvent,0.2024,,ClCCCCl,Solvent,0.7976,,,,0.2064,0.0012,10.1016/j.jct.2006.10.008
dhmix_742165891508456751,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.5118,,Cc1ccccc1Cl,Solvent,0.4882,,,,0.545,0.006,10.1016/j.jct.2013.12.006
dhmix_744452889648289299,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.203,,ClCCCCCCCl,Solvent,0.7969999999999999,,,,0.195,0.0025,10.1016/j.jct.2007.06.017
dhmix_749646723346712379,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.1998,,O,Solvent,0.8002,,,,-4.495,0.048,10.1016/j.jct.2015.06.006
dhmix_751583532241941855,298.15,101.0,Liquid,2,COC=O,Solvent,0.5024,,ClCCCCl,Solvent,0.4976,,,,0.3503,0.00175,10.1016/j.jct.2006.10.008
dhmix_758352937834374477,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.7394,,Cc1ccccc1,Solvent,0.2606,,,,-0.1135,0.0033,10.1016/j.jct.2006.08.011
dhmix_758960794525225631,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.75,,CCCO,Solvent,0.25,,,,0.682,0.006,10.1021/je5004912
dens_762147746792490801,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.5049,,ClCCCCCCCl,Solvent,0.4951,,1.0490000000000002,0.00035,,,10.1021/je7003758
dens_764080218919920931,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.2203,,CCCCCC(C)=O,Solvent,0.7797000000000001,,0.8420800000000003,0.000385,,,10.1021/je034037l
dhmix_766567378134440294,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7344,,c1ccncc1,Solvent,0.2655999999999999,,,,0.1564,0.0013,10.1016/j.tca.2011.02.002
dens_768693703181444136,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2944,,CCOC(C)=O,Solvent,0.7056,,0.9255000000000002,0.00016,,,10.1021/je0342825
dens_769578226995321751,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2874,,OC1=NCCC1,Solvent,0.7126,,1.0078300000000002,0.000155,,,10.1021/je801006q
dhmix_771910314867279651,298.15,101.0,Liquid,2,CCO,Solvent,0.2125,,Cc1cccc(O)c1,Solvent,0.7875,,,,-0.68742,0.01275,10.1016/j.fluid.2017.09.008
dens_772222922939108304,293.15,101.0,Liquid,2,CCN(CC)CCO,Solvent,0.4997,,O,Solvent,0.5003,,0.9222000000000002,0.005,,,10.1016/j.jct.2019.06.032
dens_772984686872803447,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7398,,NCCN,Solvent,0.2602,,0.8325090000000002,0.000221,,,10.1021/je1012857
dhmix_774062272784565520,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,,,0.08658,0.000725,10.1021/je025649t
dens_776310614710700185,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2816999999999999,,c1cc[nH]c1,Solvent,0.7183,,0.9082800000000002,0.00023,,,10.1021/je100526j
dhmix_777043099076451885,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4978,,OC1=NCCC1,Solvent,0.5022,,,,0.2775,0.0031,10.1021/je801006q
dens_778557466795013613,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,0.8771300000000002,0.000285,,,10.1016/j.jct.2007.05.009
dens_784559175250381229,293.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.2538,,O,Solvent,0.7462,,0.9918800000000002,0.00059,,,10.1021/je800197t
dhmix_787082858801174687,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.4001,,O,Solvent,0.5999,,,,-4.15,0.0845,10.1016/j.jct.2007.03.010
dhmix_787212450232777539,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2593,,O,Solvent,0.7407,,,,-2.271,0.046,10.1016/j.jct.2007.03.010
dhmix_789682812790117468,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.503,,CCOC=O,Solvent,0.497,,,,0.404,0.0054,10.1016/j.jct.2005.07.009
dens_791992110818653238,298.15,101.0,Liquid,2,CCOCCO,Solvent,0.5048,,c1ccccc1,Solvent,0.4952,,0.8995700000000003,0.000745,,,10.1021/je034005y
dens_792581988298040256,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7031,,CCO,Solvent,0.2969,,0.97355,0.00021,,,10.1021/je0342825
dhmix_798975399163120542,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5017,,CNc1ccccc1,Solvent,0.4983,,,,1.676,0.018,10.1016/j.jct.2012.07.006
dhmix_799827189428958043,298.15,101.0,Liquid,2,CCCNCCC,Solvent,0.2481999999999999,,CN(C)C=O,Solvent,0.7518,,,,0.613,0.0195,10.1016/j.fluid.2019.112283
dhmix_800537030998156976,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7779,,CCOC=O,Solvent,0.2221,,,,1.051,0.0045,10.1016/j.fluid.2013.11.026
dens_805137605987165510,298.15,101.0,Liquid,2,CC#N,Solvent,0.7001999999999999,,c1ccccc1,Solvent,0.2998,,0.8174500000000002,7.500000000000002e-05,,,10.1016/j.fluid.2015.01.002
dens_806159111757989955,298.15,100.0,Liquid,2,CCCCCCCCCl,Solvent,0.7331,,CN(C)C=O,Solvent,0.2669,,0.8779000000000002,0.00045,,,10.1021/je700096m
dhmix_807040266204566088,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,,,0.28584,0.00154,10.1021/je034037l
dens_807877523537058305,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.4961,,CCO,Solvent,0.5039,,0.9199600000000002,0.0002,,,10.1021/je0342825
dens_808247242343150535,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7658,,Cc1ccccc1Cl,Solvent,0.2342,,0.9336500000000002,0.000505,,,10.1021/je400722h
dens_809193199859285659,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.499,,CO,Solvent,0.501,,0.8414100000000002,0.00011,,,10.1016/j.jct.2019.105884
dens_810172825235736830,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.4945,,CNc1ccccc1,Solvent,0.5055,,0.8759620000000002,0.0001835,,,10.1021/je400134d
dens_811309306764734447,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,0.7987300000000002,0.00018,,,10.1021/je300678r
dhmix_812804494911808734,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.506,,ClCCCCCl,Solvent,0.494,,,,-0.314,0.0025,10.1016/j.jct.2007.06.017
dens_815550059940276820,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2971,,CCO,Solvent,0.7029000000000001,,0.8668600000000002,0.000195,,,10.1021/je0342825
dhmix_821102938611557764,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1589,,CCCCC(=O)OC,Solvent,0.8411,,,,0.438,0.005,10.1021/acs.jced.5b00813
dhmix_826589639766614582,298.15,101.0,Liquid,2,CCCCCCN,Solvent,0.7478,,CN(C)C=O,Solvent,0.2522,,,,0.461,0.015,10.1016/j.fluid.2019.112283
dens_827683822738838406,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.7506,,CNc1ccccc1,Solvent,0.2493999999999999,,0.8565010000000002,0.000231,,,10.1021/je900874z
dhmix_829605430399939434,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2732,,Cc1cccnc1,Solvent,0.7268,,,,0.1036,0.001,10.1016/j.tca.2011.02.002
dens_831990998047253920,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7531,,CCCNCCC,Solvent,0.2469,,0.7771510000000001,0.000109,,,10.1016/j.tca.2010.09.004
dens_832144665216412117,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7486999999999999,,CCCCOC(=O)CCC,Solvent,0.2513,,1.5786600000000004,0.00038,,,10.1016/j.jct.2009.05.006
dens_833534756661665999,298.15,100.0,Liquid,2,CCCCCl,Solvent,0.2961,,CN1CCCC1=O,Solvent,0.7039,,0.9862000000000004,0.0001,,,10.1021/je7003758
dens_835010140311907645,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7425,,CCCCC(=O)OC,Solvent,0.2574999999999999,,0.7289800000000002,0.000505,,,10.1021/acs.jced.5b00813
dhmix_837012903781555532,298.2,100.0,Liquid,2,CCO,Solvent,0.7335,,CN(C)CCO,Solvent,0.2665,,,,-0.3657,0.004,10.1021/je800334m
dens_837232497292701193,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7673,,OCCc1ccccc1,Solvent,0.2327,,0.9869000000000002,0.00026,,,10.1021/je050085p
dens_838486891196707318,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2128999999999999,,CCCCOC(=O)CCC,Solvent,0.7871,,1.0245500000000003,0.00013,,,10.1016/j.jct.2009.05.006
dens_838603549475563236,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.2002,,CCO,Solvent,0.7998000000000001,,0.8499000000000002,6.500000000000002e-05,,,10.1016/j.jct.2013.09.024
dens_841017818434780993,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.6765,,CCO,Solvent,0.3235,,0.8048000000000002,0.0005,,,10.1021/je050416y
dens_846284350050261950,298.15,100.0,Liquid,2,CCCCCCCCCl,Solvent,0.7986,,CN1CCCC1=O,Solvent,0.2014,,0.8888000000000001,0.00055,,,10.1021/je7003758
dhmix_848075754112014753,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.741,,Cc1ccccc1N,Solvent,0.259,,,,-0.4892,0.0053,10.1021/je1005196
dens_850482989819039553,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.2030999999999999,,NCCN,Solvent,0.7969,,0.8736620000000003,0.0002225,,,10.1021/je1012857
