FF,Group,Type,n_dataset,n_in_dataset,n_high_error,n_in_high_error,fraction_in_dataset,fraction_in_high_error,ratio_representation
Sage 2.3.0rc1 + AshGC,n8,vdW,199,72,54,38,0.36180904522613067,0.7037037037037037,1.9449588477366255
Sage 2.2.1+AM1-BCC,b17,Bonds,199,56,46,25,0.2814070351758794,0.5434782608695652,1.9312888198757763
Sage 2.2.1+AM1-BCC,t93,ProperTorsions,199,9,46,4,0.04522613065326633,0.08695652173913043,1.9227053140096617
Sage 2.2.1 + AshGC,b88,Bonds,199,12,52,6,0.06030150753768844,0.11538461538461539,1.9134615384615385
Sage 2.2.1 + AshGC,n19,vdW,199,12,52,6,0.06030150753768844,0.11538461538461539,1.9134615384615385
Sage 2.2.1 + AshGC,Urea,Checkmol,199,2,52,1,0.010050251256281407,0.019230769230769232,1.9134615384615385
Sage 2.2.1 + AshGC,t116,ProperTorsions,199,2,52,1,0.010050251256281407,0.019230769230769232,1.9134615384615385
Sage 2.2.1 + AshGC,n12,vdW,199,12,52,6,0.06030150753768844,0.11538461538461539,1.9134615384615385
Sage 2.2.1 + AshGC,Hydroxy,Checkmol,199,12,52,6,0.06030150753768844,0.11538461538461539,1.9134615384615385
Sage 2.3.0rc0 + AshGC,n8,vdW,199,72,56,38,0.36180904522613067,0.6785714285714286,1.8754960317460319
Sage 2.2.1+AM1-BCC,t120,ProperTorsions,199,7,46,3,0.035175879396984924,0.06521739130434782,1.8540372670807452
Sage 2.2.1+AM1-BCC,t119,ProperTorsions,199,7,46,3,0.035175879396984924,0.06521739130434782,1.8540372670807452
Sage 2.3.0rc0 + ELF10,Alcohol,Checkmol,199,11,49,5,0.05527638190954774,0.10204081632653061,1.8460111317254173
Sage 2.3.0rc0 + ELF10,b14,Bonds,199,11,49,5,0.05527638190954774,0.10204081632653061,1.8460111317254173
Sage 2.2.1 + AshGC,b17,Bonds,199,56,52,27,0.2814070351758794,0.5192307692307693,1.8451236263736266
Sage 2.3.0rc1 + AshGC,t116,ProperTorsions,199,2,54,1,0.010050251256281407,0.018518518518518517,1.8425925925925926
Sage 2.3.0rc1 + AshGC,Thioether,Checkmol,199,2,54,1,0.010050251256281407,0.018518518518518517,1.8425925925925926
Sage 2.3.0rc1 + AshGC,Primary Alcohol,Checkmol,199,8,54,4,0.04020100502512563,0.07407407407407407,1.8425925925925926
Sage 2.3.0rc1 + AshGC,b17,Bonds,199,56,54,28,0.2814070351758794,0.5185185185185185,1.8425925925925926
Sage 2.3.0rc1 + AshGC,Urea,Checkmol,199,2,54,1,0.010050251256281407,0.018518518518518517,1.8425925925925926
Sage 2.2.1 + ELF10,t119,ProperTorsions,199,7,47,3,0.035175879396984924,0.06382978723404255,1.8145896656534952
Sage 2.2.1 + ELF10,t120,ProperTorsions,199,7,47,3,0.035175879396984924,0.06382978723404255,1.8145896656534952
Sage 2.2.1 + ELF10,b17,Bonds,199,56,47,24,0.2814070351758794,0.5106382978723404,1.8145896656534952
Sage 2.2.1+AM1-BCC,Secondary Amine,Checkmol,199,65,46,27,0.32663316582914576,0.5869565217391305,1.796989966555184
Sage 2.3.0rc0 + AshGC,Tertiary Alcohol,Checkmol,199,2,56,1,0.010050251256281407,0.017857142857142856,1.7767857142857142
Sage 2.3.0rc0 + AshGC,Sulfone,Checkmol,199,10,56,5,0.05025125628140704,0.08928571428571429,1.7767857142857142
Sage 2.3.0rc0 + AshGC,Urea,Checkmol,199,2,56,1,0.010050251256281407,0.017857142857142856,1.7767857142857142
Sage 2.3.0rc0 + AshGC,Thioether,Checkmol,199,2,56,1,0.010050251256281407,0.017857142857142856,1.7767857142857142
Sage 2.2.1 + AshGC,Secondary Amine,Checkmol,199,65,52,30,0.32663316582914576,0.5769230769230769,1.7662721893491122
Sage 2.2.1 + ELF10,Secondary Amine,Checkmol,199,65,47,27,0.32663316582914576,0.574468085106383,1.7587561374795417
Sage 2.3.0rc1 + AshGC,Secondary Amine,Checkmol,199,65,54,31,0.32663316582914576,0.5740740740740741,1.7575498575498574
Sage 2.3.0rc0 + AshGC,Secondary Amine,Checkmol,199,65,56,32,0.32663316582914576,0.5714285714285714,1.7494505494505492
Sage 2.3.0rc0 + ELF10,t120,ProperTorsions,199,7,49,3,0.035175879396984924,0.061224489795918366,1.7405247813411078
Sage 2.3.0rc0 + ELF10,t119,ProperTorsions,199,7,49,3,0.035175879396984924,0.061224489795918366,1.7405247813411078
Sage 2.3.0rc0 + AshGC,b17,Bonds,199,56,56,27,0.2814070351758794,0.48214285714285715,1.7133290816326532
Sage 2.2.1 + AshGC,t93,ProperTorsions,199,9,52,4,0.04522613065326633,0.07692307692307693,1.7008547008547008
Sage 2.2.1+AM1-BCC,b9,Bonds,199,84,46,33,0.4221105527638191,0.717391304347826,1.6995341614906831
Sage 2.3.0rc0 + ELF10,Hydroxy,Checkmol,199,12,49,5,0.06030150753768844,0.10204081632653061,1.6921768707482994
Sage 2.3.0rc0 + ELF10,n12,vdW,199,12,49,5,0.06030150753768844,0.10204081632653061,1.6921768707482994
Sage 2.3.0rc0 + ELF10,n19,vdW,199,12,49,5,0.06030150753768844,0.10204081632653061,1.6921768707482994
Sage 2.3.0rc0 + ELF10,b88,Bonds,199,12,49,5,0.06030150753768844,0.10204081632653061,1.6921768707482994
Sage 2.3.0rc0 + ELF10,b17,Bonds,199,56,49,23,0.2814070351758794,0.46938775510204084,1.6680029154518952
Sage 2.3.0rc0 + ELF10,Secondary Amine,Checkmol,199,65,49,26,0.32663316582914576,0.5306122448979592,1.6244897959183673
Sage 2.2.1+AM1-BCC,Primary Alcohol,Checkmol,199,8,46,3,0.04020100502512563,0.06521739130434782,1.622282608695652
Sage 2.2.1+AM1-BCC,b12,Bonds,199,107,46,40,0.5376884422110553,0.8695652173913043,1.6172287687931735
Sage 2.2.1+AM1-BCC,t85,ProperTorsions,199,107,46,40,0.5376884422110553,0.8695652173913043,1.6172287687931735
Sage 2.2.1+AM1-BCC,a22,Angles,199,107,46,40,0.5376884422110553,0.8695652173913043,1.6172287687931735
Sage 2.2.1+AM1-BCC,t84,ProperTorsions,199,107,46,40,0.5376884422110553,0.8695652173913043,1.6172287687931735
Sage 2.3.0rc0 + AshGC,b14,Bonds,199,11,56,5,0.05527638190954774,0.08928571428571429,1.6152597402597402
Sage 2.3.0rc0 + AshGC,Alcohol,Checkmol,199,11,56,5,0.05527638190954774,0.08928571428571429,1.6152597402597402
Sage 2.3.0rc0 + ELF10,b9,Bonds,199,84,49,33,0.4221105527638191,0.673469387755102,1.595481049562682
Sage 2.3.0rc0 + ELF10,t85,ProperTorsions,199,107,49,42,0.5376884422110553,0.8571428571428571,1.5941255006675568
Sage 2.3.0rc0 + ELF10,b12,Bonds,199,107,49,42,0.5376884422110553,0.8571428571428571,1.5941255006675568
Sage 2.3.0rc0 + ELF10,t84,ProperTorsions,199,107,49,42,0.5376884422110553,0.8571428571428571,1.5941255006675568
Sage 2.3.0rc0 + ELF10,a22,Angles,199,107,49,42,0.5376884422110553,0.8571428571428571,1.5941255006675568
Sage 2.3.0rc1 + AshGC,b9,Bonds,199,84,54,36,0.4221105527638191,0.6666666666666666,1.5793650793650793
Sage 2.3.0rc1 + AshGC,t119,ProperTorsions,199,7,54,3,0.035175879396984924,0.05555555555555555,1.5793650793650793
Sage 2.3.0rc1 + AshGC,t120,ProperTorsions,199,7,54,3,0.035175879396984924,0.05555555555555555,1.5793650793650793
Sage 2.3.0rc0 + AshGC,t93,ProperTorsions,199,9,56,4,0.04522613065326633,0.07142857142857142,1.5793650793650793
Sage 2.3.0rc0 + AshGC,t118,ProperTorsions,199,16,56,7,0.08040201005025126,0.125,1.5546875
Sage 2.3.0rc0 + AshGC,a32,Angles,199,23,56,10,0.11557788944723618,0.17857142857142858,1.545031055900621
Sage 2.3.0rc0 + AshGC,a31,Angles,199,23,56,10,0.11557788944723618,0.17857142857142858,1.545031055900621
Sage 2.2.1 + ELF10,b12,Bonds,199,107,47,39,0.5376884422110553,0.8297872340425532,1.5432491549015708
Sage 2.2.1 + ELF10,t85,ProperTorsions,199,107,47,39,0.5376884422110553,0.8297872340425532,1.5432491549015708
Sage 2.2.1 + ELF10,a22,Angles,199,107,47,39,0.5376884422110553,0.8297872340425532,1.5432491549015708
Sage 2.2.1 + ELF10,t84,ProperTorsions,199,107,47,39,0.5376884422110553,0.8297872340425532,1.5432491549015708
Sage 2.2.1 + AshGC,b12,Bonds,199,107,52,43,0.5376884422110553,0.8269230769230769,1.537922358015816
Sage 2.2.1 + AshGC,t84,ProperTorsions,199,107,52,43,0.5376884422110553,0.8269230769230769,1.537922358015816
Sage 2.2.1 + AshGC,a22,Angles,199,107,52,43,0.5376884422110553,0.8269230769230769,1.537922358015816
Sage 2.2.1 + AshGC,t85,ProperTorsions,199,107,52,43,0.5376884422110553,0.8269230769230769,1.537922358015816
Sage 2.2.1 + AshGC,Sulfone,Checkmol,199,10,52,4,0.05025125628140704,0.07692307692307693,1.5307692307692309
Sage 2.2.1 + AshGC,t27,ProperTorsions,199,5,52,2,0.02512562814070352,0.038461538461538464,1.5307692307692309
Sage 2.2.1 + AshGC,t42,ProperTorsions,199,5,52,2,0.02512562814070352,0.038461538461538464,1.5307692307692309
Sage 2.2.1 + ELF10,t74,ProperTorsions,199,108,47,39,0.542713567839196,0.8297872340425532,1.5289598108747045
Sage 2.3.0rc0 + AshGC,a22,Angles,199,107,56,46,0.5376884422110553,0.8214285714285714,1.5277036048064085
Sage 2.3.0rc0 + AshGC,b12,Bonds,199,107,56,46,0.5376884422110553,0.8214285714285714,1.5277036048064085
Sage 2.3.0rc0 + AshGC,t85,ProperTorsions,199,107,56,46,0.5376884422110553,0.8214285714285714,1.5277036048064085
Sage 2.3.0rc0 + AshGC,t84,ProperTorsions,199,107,56,46,0.5376884422110553,0.8214285714285714,1.5277036048064085
Sage 2.3.0rc0 + AshGC,t74,ProperTorsions,199,108,56,46,0.542713567839196,0.8214285714285714,1.513558201058201
Sage 2.2.1 + ELF10,b9,Bonds,199,84,47,30,0.4221105527638191,0.6382978723404256,1.5121580547112463
Sage 2.2.1 + AshGC,b9,Bonds,199,84,52,33,0.4221105527638191,0.6346153846153846,1.503434065934066
Sage 2.2.1+AM1-BCC,t64,ProperTorsions,199,101,46,35,0.507537688442211,0.7608695652173914,1.4991390443392167
Sage 2.2.1+AM1-BCC,b7,Bonds,199,101,46,35,0.507537688442211,0.7608695652173914,1.4991390443392167
Sage 2.2.1 + AshGC,t74,ProperTorsions,199,108,52,42,0.542713567839196,0.8076923076923077,1.4882478632478633
Sage 2.2.1+AM1-BCC,b10,Bonds,199,125,46,43,0.628140703517588,0.9347826086956522,1.4881739130434781
Sage 2.2.1+AM1-BCC,t75,ProperTorsions,199,125,46,43,0.628140703517588,0.9347826086956522,1.4881739130434781
Sage 2.2.1+AM1-BCC,b21,Bonds,199,125,46,43,0.628140703517588,0.9347826086956522,1.4881739130434781
Sage 2.2.1+AM1-BCC,t74,ProperTorsions,199,108,46,37,0.542713567839196,0.8043478260869565,1.482085346215781
Sage 2.3.0rc1 + AshGC,t85,ProperTorsions,199,107,54,43,0.5376884422110553,0.7962962962962963,1.4809622706818968
Sage 2.3.0rc1 + AshGC,t84,ProperTorsions,199,107,54,43,0.5376884422110553,0.7962962962962963,1.4809622706818968
Sage 2.3.0rc1 + AshGC,a22,Angles,199,107,54,43,0.5376884422110553,0.7962962962962963,1.4809622706818968
Sage 2.3.0rc1 + AshGC,b12,Bonds,199,107,54,43,0.5376884422110553,0.7962962962962963,1.4809622706818968
Sage 2.3.0rc0 + AshGC,b59,Bonds,199,24,56,10,0.12060301507537688,0.17857142857142858,1.480654761904762
Sage 2.3.0rc0 + AshGC,Hydroxy,Checkmol,199,12,56,5,0.06030150753768844,0.08928571428571429,1.480654761904762
Sage 2.3.0rc0 + AshGC,i3,ImproperTorsions,199,12,56,5,0.06030150753768844,0.08928571428571429,1.480654761904762
Sage 2.3.0rc0 + AshGC,b88,Bonds,199,12,56,5,0.06030150753768844,0.08928571428571429,1.480654761904762
Sage 2.3.0rc0 + AshGC,b56,Bonds,199,24,56,10,0.12060301507537688,0.17857142857142858,1.480654761904762
Sage 2.3.0rc0 + AshGC,n19,vdW,199,12,56,5,0.06030150753768844,0.08928571428571429,1.480654761904762
Sage 2.3.0rc0 + AshGC,n12,vdW,199,12,56,5,0.06030150753768844,0.08928571428571429,1.480654761904762
Sage 2.3.0rc1 + AshGC,Sulfone,Checkmol,199,10,54,4,0.05025125628140704,0.07407407407407407,1.4740740740740739
Sage 2.3.0rc1 + AshGC,t74,ProperTorsions,199,108,54,43,0.542713567839196,0.7962962962962963,1.4672496570644717
Sage 2.3.0rc0 + ELF10,t74,ProperTorsions,199,108,49,39,0.542713567839196,0.7959183673469388,1.4665532879818592
Sage 2.3.0rc0 + ELF10,t75,ProperTorsions,199,125,49,45,0.628140703517588,0.9183673469387755,1.4620408163265306
Sage 2.3.0rc0 + ELF10,b21,Bonds,199,125,49,45,0.628140703517588,0.9183673469387755,1.4620408163265306
Sage 2.3.0rc0 + ELF10,b10,Bonds,199,125,49,45,0.628140703517588,0.9183673469387755,1.4620408163265306
Sage 2.2.1+AM1-BCC,b25,Bonds,199,3,46,1,0.01507537688442211,0.021739130434782608,1.4420289855072463
Sage 2.2.1+AM1-BCC,t82,ProperTorsions,199,3,46,1,0.01507537688442211,0.021739130434782608,1.4420289855072463
Sage 2.2.1+AM1-BCC,t76,ProperTorsions,199,3,46,1,0.01507537688442211,0.021739130434782608,1.4420289855072463
Sage 2.2.1+AM1-BCC,t146b,ProperTorsions,199,6,46,2,0.03015075376884422,0.043478260869565216,1.4420289855072463
Sage 2.2.1+AM1-BCC,t5,ProperTorsions,199,3,46,1,0.01507537688442211,0.021739130434782608,1.4420289855072463
Sage 2.2.1+AM1-BCC,t67,ProperTorsions,199,24,46,8,0.12060301507537688,0.17391304347826086,1.4420289855072463
Sage 2.3.0rc0 + AshGC,b9,Bonds,199,84,56,34,0.4221105527638191,0.6071428571428571,1.4383503401360542
Sage 2.2.1 + AshGC,t67,ProperTorsions,199,24,52,9,0.12060301507537688,0.17307692307692307,1.435096153846154
Sage 2.2.1 + AshGC,Primary Alcohol,Checkmol,199,8,52,3,0.04020100502512563,0.057692307692307696,1.435096153846154
Sage 2.2.1 + AshGC,t118,ProperTorsions,199,16,52,6,0.08040201005025126,0.11538461538461539,1.435096153846154
Sage 2.2.1 + ELF10,b7,Bonds,199,101,47,34,0.507537688442211,0.723404255319149,1.4253212555298085
Sage 2.3.0rc1 + AshGC,t64,ProperTorsions,199,101,54,39,0.507537688442211,0.7222222222222222,1.422992299229923
Sage 2.2.1 + ELF10,b21,Bonds,199,125,47,42,0.628140703517588,0.8936170212765957,1.4226382978723402
Sage 2.2.1 + ELF10,t75,ProperTorsions,199,125,47,42,0.628140703517588,0.8936170212765957,1.4226382978723402
Sage 2.2.1 + ELF10,b10,Bonds,199,125,47,42,0.628140703517588,0.8936170212765957,1.4226382978723402
Sage 2.3.0rc0 + AshGC,t121,ProperTorsions,199,10,56,4,0.05025125628140704,0.07142857142857142,1.4214285714285713
Sage 2.2.1+AM1-BCC,Amine,Checkmol,199,98,46,32,0.49246231155778897,0.6956521739130435,1.4125998225377105
Sage 2.2.1 + ELF10,t149b,ProperTorsions,199,9,47,3,0.04522613065326633,0.06382978723404255,1.4113475177304964
Sage 2.2.1 + ELF10,t82,ProperTorsions,199,3,47,1,0.01507537688442211,0.02127659574468085,1.4113475177304964
Sage 2.2.1 + ELF10,t147b,ProperTorsions,199,3,47,1,0.01507537688442211,0.02127659574468085,1.4113475177304964
Sage 2.2.1 + ELF10,t76,ProperTorsions,199,3,47,1,0.01507537688442211,0.02127659574468085,1.4113475177304964
Sage 2.2.1 + ELF10,a18,Angles,199,9,47,3,0.04522613065326633,0.06382978723404255,1.4113475177304964
Sage 2.2.1 + ELF10,t146b,ProperTorsions,199,6,47,2,0.03015075376884422,0.0425531914893617,1.4113475177304964
Sage 2.2.1 + ELF10,t5,ProperTorsions,199,3,47,1,0.01507537688442211,0.02127659574468085,1.4113475177304964
Sage 2.2.1 + ELF10,t51,ProperTorsions,199,9,47,3,0.04522613065326633,0.06382978723404255,1.4113475177304964
Sage 2.3.0rc0 + ELF10,t64,ProperTorsions,199,101,49,35,0.507537688442211,0.7142857142857143,1.4073550212164074
Sage 2.2.1 + AshGC,Amine,Checkmol,199,98,52,36,0.49246231155778897,0.6923076923076923,1.4058084772370485
Sage 2.3.0rc1 + AshGC,Amine,Checkmol,199,98,54,37,0.49246231155778897,0.6851851851851852,1.3913454270597128
Sage 2.3.0rc1 + AshGC,b7,Bonds,199,101,54,38,0.507537688442211,0.7037037037037037,1.3865053171983865
Sage 2.3.0rc1 + AshGC,t75,ProperTorsions,199,125,54,47,0.628140703517588,0.8703703703703703,1.3856296296296295
Sage 2.3.0rc1 + AshGC,b21,Bonds,199,125,54,47,0.628140703517588,0.8703703703703703,1.3856296296296295
Sage 2.3.0rc1 + AshGC,b10,Bonds,199,125,54,47,0.628140703517588,0.8703703703703703,1.3856296296296295
Sage 2.2.1 + ELF10,t64,ProperTorsions,199,101,47,33,0.507537688442211,0.7021276595744681,1.3834000421318728
Sage 2.2.1 + ELF10,Amine,Checkmol,199,98,47,32,0.49246231155778897,0.6808510638297872,1.382544507164568
Sage 2.3.0rc1 + AshGC,t67,ProperTorsions,199,24,54,9,0.12060301507537688,0.16666666666666666,1.3819444444444444
Sage 2.3.0rc1 + AshGC,t118,ProperTorsions,199,16,54,6,0.08040201005025126,0.1111111111111111,1.3819444444444444
Sage 2.3.0rc0 + AshGC,Amine,Checkmol,199,98,56,38,0.49246231155778897,0.6785714285714286,1.3779154518950438
Sage 2.3.0rc0 + ELF10,b7,Bonds,199,101,49,34,0.507537688442211,0.6938775510204082,1.3671448777530815
Sage 2.3.0rc0 + AshGC,Sulfonamide,Checkmol,199,13,56,5,0.06532663316582915,0.08928571428571429,1.3667582417582418
Sage 2.3.0rc0 + AshGC,Sulfonic Acid Derivative,Checkmol,199,13,56,5,0.06532663316582915,0.08928571428571429,1.3667582417582418
Sage 2.3.0rc0 + AshGC,b57,Bonds,199,13,56,5,0.06532663316582915,0.08928571428571429,1.3667582417582418
Sage 2.2.1 + AshGC,t64,ProperTorsions,199,101,52,36,0.507537688442211,0.6923076923076923,1.364051789794364
Sage 2.3.0rc0 + ELF10,"1,2 Aminoalcohol",Checkmol,199,3,49,1,0.01507537688442211,0.02040816326530612,1.3537414965986394
Sage 2.3.0rc0 + ELF10,t76,ProperTorsions,199,3,49,1,0.01507537688442211,0.02040816326530612,1.3537414965986394
Sage 2.3.0rc0 + ELF10,t67,ProperTorsions,199,24,49,8,0.12060301507537688,0.16326530612244897,1.3537414965986394
Sage 2.3.0rc0 + ELF10,t5,ProperTorsions,199,3,49,1,0.01507537688442211,0.02040816326530612,1.3537414965986394
Sage 2.3.0rc0 + ELF10,t146b,ProperTorsions,199,6,49,2,0.03015075376884422,0.04081632653061224,1.3537414965986394
Sage 2.2.1+AM1-BCC,t118,ProperTorsions,199,16,46,5,0.08040201005025126,0.10869565217391304,1.3519021739130435
Sage 2.2.1 + AshGC,t75,ProperTorsions,199,125,52,44,0.628140703517588,0.8461538461538461,1.3470769230769228
Sage 2.2.1 + AshGC,b10,Bonds,199,125,52,44,0.628140703517588,0.8461538461538461,1.3470769230769228
Sage 2.2.1 + AshGC,b21,Bonds,199,125,52,44,0.628140703517588,0.8461538461538461,1.3470769230769228
Sage 2.3.0rc0 + AshGC,t75,ProperTorsions,199,125,56,47,0.628140703517588,0.8392857142857143,1.336142857142857
Sage 2.3.0rc0 + AshGC,b21,Bonds,199,125,56,47,0.628140703517588,0.8392857142857143,1.336142857142857
Sage 2.3.0rc0 + AshGC,b10,Bonds,199,125,56,47,0.628140703517588,0.8392857142857143,1.336142857142857
Sage 2.3.0rc0 + AshGC,t67,ProperTorsions,199,24,56,9,0.12060301507537688,0.16071428571428573,1.3325892857142858
Sage 2.3.0rc0 + AshGC,Primary Alcohol,Checkmol,199,8,56,3,0.04020100502512563,0.05357142857142857,1.3325892857142856
Sage 2.3.0rc0 + AshGC,t2,ProperTorsions,199,72,56,27,0.36180904522613067,0.48214285714285715,1.3325892857142856
Sage 2.2.1 + AshGC,b7,Bonds,199,101,52,35,0.507537688442211,0.6730769230769231,1.3261614623000764
Sage 2.3.0rc0 + ELF10,Amine,Checkmol,199,98,49,32,0.49246231155778897,0.6530612244897959,1.3261141191170345
Sage 2.2.1 + ELF10,t118,ProperTorsions,199,16,47,5,0.08040201005025126,0.10638297872340426,1.3231382978723405
Sage 2.2.1+AM1-BCC,t2,ProperTorsions,199,72,46,22,0.36180904522613067,0.4782608695652174,1.3218599033816425
Sage 2.3.0rc0 + AshGC,b7,Bonds,199,101,56,37,0.507537688442211,0.6607142857142857,1.3018033946251768
Sage 2.3.0rc0 + AshGC,t64,ProperTorsions,199,101,56,37,0.507537688442211,0.6607142857142857,1.3018033946251768
Sage 2.2.1+AM1-BCC,a6,Angles,199,20,46,6,0.10050251256281408,0.13043478260869565,1.2978260869565217
Sage 2.2.1+AM1-BCC,a4,Angles,199,20,46,6,0.10050251256281408,0.13043478260869565,1.2978260869565217
Sage 2.2.1+AM1-BCC,a3,Angles,199,20,46,6,0.10050251256281408,0.13043478260869565,1.2978260869565217
Sage 2.2.1+AM1-BCC,Sulfone,Checkmol,199,10,46,3,0.05025125628140704,0.06521739130434782,1.2978260869565217
Sage 2.2.1+AM1-BCC,t16,ProperTorsions,199,20,46,6,0.10050251256281408,0.13043478260869565,1.2978260869565217
Sage 2.2.1+AM1-BCC,t15,ProperTorsions,199,20,46,6,0.10050251256281408,0.13043478260869565,1.2978260869565217
Sage 2.2.1 + ELF10,Halogen Derivative,Checkmol,199,128,47,39,0.6432160804020101,0.8297872340425532,1.290059840425532
Sage 2.3.0rc1 + AshGC,t2,ProperTorsions,199,72,54,25,0.36180904522613067,0.46296296296296297,1.2795781893004115
Sage 2.2.1 + ELF10,t47,ProperTorsions,199,116,47,35,0.5829145728643216,0.7446808510638298,1.2775128393250184
Sage 2.2.1 + AshGC,t76,ProperTorsions,199,3,52,1,0.01507537688442211,0.019230769230769232,1.2756410256410258
Sage 2.2.1 + AshGC,b25,Bonds,199,3,52,1,0.01507537688442211,0.019230769230769232,1.2756410256410258
Sage 2.2.1 + AshGC,t146b,ProperTorsions,199,6,52,2,0.03015075376884422,0.038461538461538464,1.2756410256410258
Sage 2.2.1 + AshGC,t5,ProperTorsions,199,3,52,1,0.01507537688442211,0.019230769230769232,1.2756410256410258
Sage 2.2.1 + ELF10,Sulfone,Checkmol,199,10,47,3,0.05025125628140704,0.06382978723404255,1.2702127659574467
Sage 2.3.0rc0 + ELF10,t118,ProperTorsions,199,16,49,5,0.08040201005025126,0.10204081632653061,1.2691326530612246
Sage 2.2.1+AM1-BCC,t47,ProperTorsions,199,116,46,34,0.5829145728643216,0.7391304347826086,1.2679910044977512
Sage 2.2.1+AM1-BCC,t43,ProperTorsions,199,99,46,29,0.49748743718592964,0.6304347826086957,1.2672375933245499
Sage 2.3.0rc0 + ELF10,i4,ImproperTorsions,199,155,49,48,0.7788944723618091,0.9795918367346939,1.2576695194206713
Sage 2.2.1 + ELF10,i4,ImproperTorsions,199,155,47,46,0.7788944723618091,0.9787234042553191,1.256554564172958
Sage 2.2.1+AM1-BCC,i4,ImproperTorsions,199,155,46,45,0.7788944723618091,0.9782608695652174,1.2559607293127628
Sage 2.2.1+AM1-BCC,b6,Bonds,199,100,46,29,0.5025125628140703,0.6304347826086957,1.2545652173913044
Sage 2.2.1+AM1-BCC,t45,ProperTorsions,199,100,46,29,0.5025125628140703,0.6304347826086957,1.2545652173913044
Sage 2.2.1 + AshGC,t47,ProperTorsions,199,116,52,38,0.5829145728643216,0.7307692307692307,1.2536472148541113
Sage 2.3.0rc0 + ELF10,t2,ProperTorsions,199,72,49,22,0.36180904522613067,0.4489795918367347,1.2409297052154196
Sage 2.3.0rc0 + AshGC,i4,ImproperTorsions,199,155,56,54,0.7788944723618091,0.9642857142857143,1.2380184331797235
Sage 2.3.0rc1 + AshGC,Halogen Derivative,Checkmol,199,128,54,43,0.6432160804020101,0.7962962962962963,1.2379918981481481
Sage 2.2.1 + AshGC,t43,ProperTorsions,199,99,52,32,0.49748743718592964,0.6153846153846154,1.236985236985237
Sage 2.3.0rc1 + AshGC,i4,ImproperTorsions,199,155,54,52,0.7788944723618091,0.9629629629629629,1.2363201911589008
Sage 2.2.1+AM1-BCC,t58a,ProperTorsions,199,7,46,2,0.035175879396984924,0.043478260869565216,1.236024844720497
Sage 2.2.1 + ELF10,t2,ProperTorsions,199,72,47,21,0.36180904522613067,0.44680851063829785,1.2349290780141844
Sage 2.2.1 + ELF10,t67,ProperTorsions,199,24,47,7,0.12060301507537688,0.14893617021276595,1.2349290780141844
Sage 2.3.0rc1 + AshGC,t122,ProperTorsions,199,3,54,1,0.01507537688442211,0.018518518518518517,1.228395061728395
Sage 2.3.0rc1 + AshGC,b25,Bonds,199,3,54,1,0.01507537688442211,0.018518518518518517,1.228395061728395
Sage 2.3.0rc1 + AshGC,t146b,ProperTorsions,199,6,54,2,0.03015075376884422,0.037037037037037035,1.228395061728395
Sage 2.3.0rc1 + AshGC,t76,ProperTorsions,199,3,54,1,0.01507537688442211,0.018518518518518517,1.228395061728395
Sage 2.3.0rc1 + AshGC,t5,ProperTorsions,199,3,54,1,0.01507537688442211,0.018518518518518517,1.228395061728395
Sage 2.2.1 + AshGC,t45,ProperTorsions,199,100,52,32,0.5025125628140703,0.6153846153846154,1.2246153846153849
Sage 2.2.1 + AshGC,b6,Bonds,199,100,52,32,0.5025125628140703,0.6153846153846154,1.2246153846153849
Sage 2.3.0rc0 + ELF10,Sulfone,Checkmol,199,10,49,3,0.05025125628140704,0.061224489795918366,1.2183673469387755
Sage 2.3.0rc1 + AshGC,t45,ProperTorsions,199,100,54,33,0.5025125628140703,0.6111111111111112,1.2161111111111114
Sage 2.3.0rc1 + AshGC,b6,Bonds,199,100,54,33,0.5025125628140703,0.6111111111111112,1.2161111111111114
Sage 2.3.0rc0 + ELF10,a20,Angles,199,157,49,47,0.7889447236180904,0.9591836734693877,1.2157805797478227
Sage 2.2.1 + ELF10,a20,Angles,199,157,47,45,0.7889447236180904,0.9574468085106383,1.2135790757555225
Sage 2.2.1+AM1-BCC,a20,Angles,199,157,46,44,0.7889447236180904,0.9565217391304348,1.2124065355857103
Sage 2.2.1 + AshGC,i4,ImproperTorsions,199,155,52,49,0.7788944723618091,0.9423076923076923,1.2098014888337467
Sage 2.2.1 + ELF10,t58a,ProperTorsions,199,7,47,2,0.035175879396984924,0.0425531914893617,1.209726443768997
Sage 2.3.0rc1 + AshGC,t47,ProperTorsions,199,116,54,38,0.5829145728643216,0.7037037037037037,1.2072158365261814
Sage 2.3.0rc0 + ELF10,Halogen Derivative,Checkmol,199,128,49,38,0.6432160804020101,0.7755102040816326,1.2056760204081631
Sage 2.3.0rc0 + AshGC,a20,Angles,199,157,56,53,0.7889447236180904,0.9464285714285714,1.1996132848043677
Sage 2.2.1 + ELF10,t43,ProperTorsions,199,99,47,28,0.49748743718592964,0.5957446808510638,1.1975069847410273
Sage 2.3.0rc1 + AshGC,a20,Angles,199,157,54,51,0.7889447236180904,0.9444444444444444,1.1970983722576078
Sage 2.2.1 + AshGC,Halogen Derivative,Checkmol,199,128,52,40,0.6432160804020101,0.7692307692307693,1.1959134615384617
Sage 2.2.1+AM1-BCC,b4,Bonds,199,152,46,42,0.7638190954773869,0.9130434782608695,1.195366132723112
Sage 2.3.0rc0 + AshGC,t47,ProperTorsions,199,116,56,39,0.5829145728643216,0.6964285714285714,1.1947352216748768
