Id,Temperature (K),Pressure (kPa),Solvent 1,Solvent 2,Solute,Value (kcal / mol),Uncertainty (kcal / mol),Method,Dataset,Reference Value (kcal / mol),Reference Uncertainty (kcal / mol),FF,"1,2 Diol",Alcohol,Aldehyde,Alkane,Alkene,Alkyl Bromide,Alkyl Chloride,Alkylarylether,Alkylthiol,Amine,Aromatic,Aryl Bromide,Aryl Chloride,Carbonyl,Carboxylic Acid Amide,Carboxylic Acid Derivative,Carboxylic Acid Ester,Carboxylic Acid Primary Amide,Carboxylic Acid Secondary Amide,Carboxylic Acid Tertiary Amide,Dialkylether,Ether,Halogen Derivative,Heterocycle,Hydroxy,Ketone,Nitro Compound,Oxohetarene,Phenol,Phosphoric Acid Derivative,Phosphoric Acid Ester,Primary Alcohol,Primary Aliphatic Amine,Primary Amine,Primary Aromatic Amine,Secondary Alcohol,Secondary Aliphatic Amine,Secondary Amine,Secondary Mixed Amine,Tertiary Alcohol,Tertiary Aliphatic Amine,Tertiary Amine,Thioether,Thiol,b1,b2,b3,b4,b5,b6,b7,b8,b8a,b9,b10,b12,b14,b16,b18,b19,b20,b21,b42,b45,b51,b52,b64,b65,b70,b71,b72,b73,b84,b85,b87,b88,a1,a2,a10,a10a,a11,a11a,a12,a14,a15,a18,a19,a20,a21,a22,a25,a26,a28,a28a,a34,a38,a40,a41,a41a,a18a,t1,t2,t3,t4,t5,t9,t11,t12,t17,t17a,t18,t19,t20,t43,t44,t45,t47,t48,t51,t58a,t64,t73,t74,t75,t76,t77,t78,t80,t83a,t84,t85,t93,t94,t95,t96,t97,t105,t106,t107,t110,t115,t116,t117a,t159,t160,i1,i2,i4,i6,n2,n3,n4,n7,n8,n9,n11,n12,n13,n14,n16,n17,n18,n19,n20,n21,n22,n24,n25
mobley_6739648 -> mnsol-1811,298.15,101.325,O,CCCO,C1COCCO1,-1.5820491743510066,0.0471928091563453,Sage 2.2.1 + AshGC,TFEs,0.4499999999999993,0.6708203932499369,Sage 2.2.1 + AshGC,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
mobley_6739648 -> mnsol-1378,298.15,101.325,O,CNC=O,C1COCCO1,-1.982857662899568,0.0398642832260004,Sage 2.2.1 + AshGC,TFEs,0.1999999999999993,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-0763,298.15,101.325,O,CC(C)OC(C)C,C1COCCO1,-1.4542010773773186,0.0446494894793993,Sage 2.2.1 + AshGC,TFEs,0.6399999999999997,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0056,298.15,101.325,O,COc1ccccc1,C1COCCO1,-2.115104815463422,0.0404897151483185,Sage 2.2.1 + AshGC,TFEs,0.0,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0004,298.15,101.325,O,Cc1ccccn1,C1COCCO1,-2.1087983691098136,0.0254227919644191,Sage 2.2.1 + AshGC,TFEs,0.0499999999999998,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-0783,298.15,101.325,O,CC(=O)N(C)C,C1COCCO1,-2.1569982448227845,0.0331357508084606,Sage 2.2.1 + AshGC,TFEs,0.0499999999999998,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-0080,298.15,101.325,O,c1ccccc1,C1COCCO1,-2.124719888104883,0.0697519611485573,Sage 2.2.1 + AshGC,TFEs,-0.1500000000000003,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0467,298.15,101.325,O,C1CCCCC1,C1COCCO1,-0.9354434039606728,0.0366204056239686,Sage 2.2.1 + AshGC,TFEs,0.8899999999999997,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0706,298.15,101.325,O,CCOCC,C1COCCO1,-1.598773916016928,0.0362766005075194,Sage 2.2.1 + AshGC,TFEs,0.3899999999999997,0.6708203932499369,Sage 2.2.1 + AshGC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-2376,298.15,101.325,O,Cc1ccccc1C,C1COCCO1,-1.79739153534128,0.0597654367332631,Sage 2.2.1 + ELF10,TFEs,0.1999999999999993,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-1304,298.15,101.325,O,CCCCCC(C)C,C1COCCO1,-0.6297310700264145,0.0719812056460682,Sage 2.2.1 + ELF10,TFEs,1.04,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0182,298.15,101.325,O,CCBr,C1COCCO1,-1.461906086847799,0.0479555715088794,Sage 2.2.1 + ELF10,TFEs,-0.33,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
mobley_6739648 -> mnsol-0706,298.15,101.325,O,CCOCC,C1COCCO1,-1.5590889934169176,0.0657580988890763,Sage 2.2.1 + ELF10,TFEs,0.3899999999999997,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-1378,298.15,101.325,O,CNC=O,C1COCCO1,-1.864175858388604,0.0678251909932088,Sage 2.2.1 + ELF10,TFEs,0.1999999999999993,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-0818,298.15,101.325,O,CCO,C1COCCO1,-1.608989136071255,0.0889650145232093,Sage 2.2.1 + ELF10,TFEs,0.3799999999999999,0.6708203932499369,Sage 2.2.1 + ELF10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
mobley_6739648 -> mnsol-0763,298.15,101.325,O,CC(C)OC(C)C,C1COCCO1,-1.3290966839482756,0.0412321621886174,Sage 2.2.1 + ELF10,TFEs,0.6399999999999997,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0790,298.15,101.325,O,CN(C)C=O,C1COCCO1,-2.091518945942102,0.0599117065646022,Sage 2.2.1 + ELF10,TFEs,0.0299999999999993,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-1863,298.15,101.325,O,C1CCOC1,C1COCCO1,-2.023695296199421,0.0377255059825945,Sage 2.2.1 + ELF10,TFEs,-0.1100000000000003,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0056,298.15,101.325,O,COc1ccccc1,C1COCCO1,-2.075493872822509,0.0526193757327104,Sage 2.2.1 + ELF10,TFEs,0.0,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-1195,298.15,101.325,O,CCCCCC,C1COCCO1,-0.6012551207470107,0.0466078921011819,Sage 2.2.1 + ELF10,TFEs,0.9799999999999996,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-1811,298.15,101.325,O,CCCO,C1COCCO1,-1.497786365409841,0.1080434073302292,Sage 2.2.1 + ELF10,TFEs,0.4499999999999993,0.6708203932499369,Sage 2.2.1 + ELF10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
mobley_6739648 -> mnsol-1323,298.15,101.325,O,CC(C)O,C1COCCO1,-1.5059762416041096,0.0591586388291476,Sage 2.2.1 + ELF10,TFEs,0.5699999999999994,0.6708203932499369,Sage 2.2.1 + ELF10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
mobley_6739648 -> mnsol-0826,298.15,101.325,O,CCOc1ccccc1,C1COCCO1,-1.947279113339748,0.1086909842377634,Sage 2.2.1 + ELF10,TFEs,0.1899999999999995,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-1817,298.15,101.325,O,c1ccncc1,C1COCCO1,-2.230496143977156,0.0908292974699288,Sage 2.2.1 + ELF10,TFEs,-0.08,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-1952,298.15,101.325,O,CCN(CC)CC,C1COCCO1,-1.2061080955865755,0.045128188847089,Sage 2.2.1 + ELF10,TFEs,0.6499999999999995,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
mobley_6739648 -> mnsol-0037,298.15,101.325,O,CC(=O)c1ccccc1,C1COCCO1,-1.9971795968227113,0.0573765590479758,Sage 2.2.1 + ELF10,TFEs,0.0299999999999993,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0635,298.15,101.325,O,CCCCOCCCC,C1COCCO1,-1.15053713656366,0.0446297665342408,Sage 2.2.1 + ELF10,TFEs,0.6899999999999995,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
mobley_6739648 -> mnsol-0783,298.15,101.325,O,CC(=O)N(C)C,C1COCCO1,-2.0808910135699072,0.0480331214892748,Sage 2.2.1 + ELF10,TFEs,0.0499999999999998,0.6708203932499369,Sage 2.2.1 + ELF10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
